onset	duration	subtask_type	event_type	value	response_accuracy	stim_file	trial_index
12.04	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/5b_story.txt	1
23.011	2.512	tomsaxe	response	falsebelief	correct	task-tomsaxe/5b_question.txt	1
41.534	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/5p_story.txt	2
52.522	4.227	tomsaxe	response	falsephoto	correct	task-tomsaxe/5p_question.txt	2
71.045	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/6p_story.txt	3
82.033	4.472	tomsaxe	response	falsephoto	correct	task-tomsaxe/6p_question.txt	3
100.556	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/6b_story.txt	4
111.544	3.494	tomsaxe	response	falsebelief	incorrect	task-tomsaxe/6b_question.txt	4
130.067	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/9p_story.txt	5
141.055	3.766	tomsaxe	response	falsephoto	incorrect	task-tomsaxe/9p_question.txt	5
159.595	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/9b_story.txt	6
170.582	3.946	tomsaxe	response	falsebelief	correct	task-tomsaxe/9b_question.txt	6
189.106	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/10p_story.txt	7
200.093	3.802	tomsaxe	response	falsephoto	correct	task-tomsaxe/10p_question.txt	7
218.617	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/10b_story.txt	8
229.604	3.022	tomsaxe	response	falsebelief	correct	task-tomsaxe/10b_question.txt	8
248.128	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/4b_story.txt	9
259.115	3.349	tomsaxe	response	falsebelief	incorrect	task-tomsaxe/4b_question.txt	9
277.639	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/4p_story.txt	10
288.626	1.051	tomsaxe	response	falsephoto	correct	task-tomsaxe/4p_question.txt	10
307.15	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/1p_story.txt	11
318.137	1.943	tomsaxe	response	falsephoto	correct	task-tomsaxe/1p_question.txt	11
336.678	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/1b_story.txt	12
347.648	2.512	tomsaxe	response	falsebelief	incorrect	task-tomsaxe/1b_question.txt	12
366.172	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/8p_story.txt	13
377.16	2.928	tomsaxe	response	falsephoto	correct	task-tomsaxe/8p_question.txt	13
395.683	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/8b_story.txt	14
406.671	2.418	tomsaxe	response	falsebelief	correct	task-tomsaxe/8b_question.txt	14
425.211	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/7b_story.txt	15
436.198	1.306	tomsaxe	response	falsebelief	incorrect	task-tomsaxe/7b_question.txt	15
454.722	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/7p_story.txt	16
465.709	2.596	tomsaxe	response	falsephoto	incorrect	task-tomsaxe/7p_question.txt	16
484.233	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/3p_story.txt	17
495.22	4.035	tomsaxe	response	falsephoto	incorrect	task-tomsaxe/3p_question.txt	17
513.76	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/3b_story.txt	18
524.731	3.938	tomsaxe	response	falsebelief	incorrect	task-tomsaxe/3b_question.txt	18
543.255	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/2p_story.txt	19
554.242	0.891	tomsaxe	response	falsephoto	correct	task-tomsaxe/2p_question.txt	19
572.766	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/2b_story.txt	20
583.753	0.984	tomsaxe	response	falsebelief	correct	task-tomsaxe/2b_question.txt	20
