onset	duration	run_type	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file_TODO	pain_onset_ttl1	pain_onset_ttl2	pain_onset_ttl3	pain_onset_ttl4	pain_stimulus_delivery_success	cognitive_correct_response	cognitive_participant_response	cognitive_response_accuracy
13.39	1.0	pain	cue	1	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/scl/l049.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
15.21	2.22	pain	expectrating	1	low_cue	n/a	6.24	Weak	6.24	Weak	0.87	1.35	task-social/cue/runtype-pain/scl/l049.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
23.95	11.91	pain	stimulus	1	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	23.95	27.45	32.45	35.85	success	n/a	n/a	n/a
36.9	1.57	pain	outcomerating	1	low_cue	low_stim	73.64	Very Strong	73.64	Very Strong	0.87	1.35	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
43.01	1.0	pain	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/scl/l032.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
46.01	1.53	pain	expectrating	2	low_cue	n/a	47.37	Strong	47.37	Strong	0.38	1.15	task-social/cue/runtype-pain/scl/l032.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
54.74	12.369999999999997	pain	stimulus	2	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	54.74	58.5	63.5	67.11	success	n/a	n/a	n/a
70.2	1.46	pain	outcomerating	2	low_cue	med_stim	127.47	Strongest sensation of any kind	127.47	Strongest sensation of any kind	0.38	1.15	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
78.7	1.0	pain	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/sch/h030.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
81.7	2.99	pain	expectrating	3	high_cue	n/a	19.86	Moderate	19.86	Moderate	0.85	2.14	task-social/cue/runtype-pain/sch/h030.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
86.51	12.36	pain	stimulus	3	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	86.51	90.27	95.27	98.88	success	n/a	n/a	n/a
99.99	2.52	pain	outcomerating	3	high_cue	med_stim	111.84	Strongest sensation of any kind	111.84	Strongest sensation of any kind	0.85	2.14	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
113.9	1.0	pain	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/scl/l004.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
115.8	1.51	pain	expectrating	4	low_cue	n/a	97.35	Very Strong	97.35	Very Strong	0.27	1.24	task-social/cue/runtype-pain/scl/l004.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
123.25	12.819999999999993	pain	stimulus	4	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	123.25	127.26	132.26	136.07	success	n/a	n/a	n/a
137.11	2.25	pain	outcomerating	4	low_cue	high_stim	117.61	Strongest sensation of any kind	117.61	Strongest sensation of any kind	0.27	1.24	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
151.7	1.0	pain	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/sch/h049.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
153.4	1.43	pain	expectrating	5	high_cue	n/a	141.12	Strongest sensation of any kind	141.12	Strongest sensation of any kind	0.55	0.88	task-social/cue/runtype-pain/sch/h049.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
159.93	12.359999999999985	pain	stimulus	5	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	159.93	163.69	168.69	172.3	success	n/a	n/a	n/a
173.1	n/a	pain	outcomerating	5	high_cue	med_stim	n/a	n/a	98.59	Strongest sensation of any kind	0.55	0.88	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
