filename	acq_time	operator	randstr	task-social_runtype
fmap/sub-0025_ses-02_acq-mb8_dir-ap_run-01_epi.nii.gz	1920-01-06T20:05:02.762500	n/a	864b62e8	n/a
fmap/sub-0025_ses-02_acq-mb8_dir-pa_run-01_epi.nii.gz	1920-01-06T20:05:26.342500	n/a	cc90e84a	n/a
func/sub-0025_ses-02_task-narratives_acq-mb8_run-01_sbref.nii.gz	1920-01-06T20:15:05.435000	n/a	3588eb92	n/a
func/sub-0025_ses-02_task-narratives_acq-mb8_run-01_bold.nii.gz	1920-01-06T20:15:12.335000	n/a	f6299acb	n/a
func/sub-0025_ses-02_task-narratives_acq-mb8_run-02_sbref.nii.gz	1920-01-06T20:23:12.310000	n/a	acab587d	n/a
func/sub-0025_ses-02_task-narratives_acq-mb8_run-02_bold.nii.gz	1920-01-06T20:23:19.210000	n/a	00c96ea4	n/a
func/sub-0025_ses-02_task-narratives_acq-mb8_run-03_sbref.nii.gz	1920-01-06T20:32:00.540000	n/a	9877c6ea	n/a
func/sub-0025_ses-02_task-narratives_acq-mb8_run-03_bold.nii.gz	1920-01-06T20:32:07.440000	n/a	c14ba995	n/a
func/sub-0025_ses-02_task-narratives_acq-mb8_run-04_sbref.nii.gz	1920-01-06T20:42:27.355000	n/a	17454bda	n/a
func/sub-0025_ses-02_task-narratives_acq-mb8_run-04_bold.nii.gz	1920-01-06T20:42:34.255000	n/a	8d3f17b7	n/a
func/sub-0025_ses-02_task-faces_acq-mb8_run-01_sbref.nii.gz	1920-01-06T20:52:44.115000	n/a	9691847a	n/a
func/sub-0025_ses-02_task-faces_acq-mb8_run-01_bold.nii.gz	1920-01-06T20:52:51.015000	n/a	0e3f9156	n/a
func/sub-0025_ses-02_task-faces_acq-mb8_run-02_sbref.nii.gz	1920-01-06T21:02:16.862500	n/a	1ce9ca6b	n/a
func/sub-0025_ses-02_task-faces_acq-mb8_run-02_bold.nii.gz	1920-01-06T21:02:23.762500	n/a	5d9234ae	n/a
func/sub-0025_ses-02_task-faces_acq-mb8_run-03_sbref.nii.gz	1920-01-06T21:09:41.245000	n/a	99b89824	n/a
func/sub-0025_ses-02_task-faces_acq-mb8_run-03_bold.nii.gz	1920-01-06T21:09:48.145000	n/a	bff60bb0	n/a
fmap/sub-0025_ses-02_acq-mb8_dir-ap_run-02_epi.nii.gz	1920-01-06T21:17:59.442500	n/a	f31f0a7d	n/a
fmap/sub-0025_ses-02_acq-mb8_dir-pa_run-02_epi.nii.gz	1920-01-06T21:18:24.345000	n/a	6f5a9fb8	n/a
func/sub-0025_ses-02_task-alignvideo_acq-mb8_run-01_sbref.nii.gz	1920-01-06T21:19:48.352500	n/a	6293d177	n/a
func/sub-0025_ses-02_task-alignvideo_acq-mb8_run-01_bold.nii.gz	1920-01-06T21:19:55.252500	n/a	511cf337	n/a
func/sub-0025_ses-02_task-alignvideo_acq-mb8_run-02_sbref.nii.gz	1920-01-06T21:26:38.257500	n/a	0596bc88	n/a
func/sub-0025_ses-02_task-alignvideo_acq-mb8_run-02_bold.nii.gz	1920-01-06T21:26:45.157500	n/a	3443f924	n/a
func/sub-0025_ses-02_task-alignvideo_acq-mb8_run-03_sbref.nii.gz	1920-01-06T21:41:17.935000	n/a	8399d5f8	n/a
func/sub-0025_ses-02_task-alignvideo_acq-mb8_run-03_bold.nii.gz	1920-01-06T21:41:24.835000	n/a	23ea57d2	n/a
func/sub-0025_ses-02_task-alignvideo_acq-mb8_run-04_sbref.nii.gz	1920-01-06T21:50:26.795000	n/a	192737a9	n/a
func/sub-0025_ses-02_task-alignvideo_acq-mb8_run-04_bold.nii.gz	1920-01-06T21:50:33.695000	n/a	79961440	n/a
