onset	duration	subtask_type	event_type	value	response_accuracy	stim_file	trial_index
12.055	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/5b_story.txt	1
23.027	3.442	tomsaxe	response	falsebelief	correct	task-tomsaxe/5b_question.txt	1
41.552	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/5p_story.txt	2
52.541	2.233	tomsaxe	response	falsephoto	correct	task-tomsaxe/5p_question.txt	2
71.066	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/6p_story.txt	3
82.055	3.981	tomsaxe	response	falsephoto	correct	task-tomsaxe/6p_question.txt	3
100.58	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/6b_story.txt	4
111.569	3.856	tomsaxe	response	falsebelief	correct	task-tomsaxe/6b_question.txt	4
130.094	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/9p_story.txt	5
141.082	3.315	tomsaxe	response	falsephoto	correct	task-tomsaxe/9p_question.txt	5
159.608	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/9b_story.txt	6
170.596	2.956	tomsaxe	response	falsebelief	correct	task-tomsaxe/9b_question.txt	6
189.122	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/10p_story.txt	7
200.11	2.332	tomsaxe	response	falsephoto	correct	task-tomsaxe/10p_question.txt	7
218.635	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/10b_story.txt	8
229.624	2.007	tomsaxe	response	falsebelief	correct	task-tomsaxe/10b_question.txt	8
248.149	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/4b_story.txt	9
259.138	2.484	tomsaxe	response	falsebelief	correct	task-tomsaxe/4b_question.txt	9
277.663	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/4p_story.txt	10
288.652	3.745	tomsaxe	response	falsephoto	correct	task-tomsaxe/4p_question.txt	10
307.177	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/1p_story.txt	11
318.165	0.007	tomsaxe	response	falsephoto	incorrect	task-tomsaxe/1p_question.txt	11
336.691	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/1b_story.txt	12
347.679	0.002	tomsaxe	response	falsebelief	correct	task-tomsaxe/1b_question.txt	12
366.205	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/8p_story.txt	13
377.193	0.002	tomsaxe	response	falsephoto	incorrect	task-tomsaxe/8p_question.txt	13
395.718	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/8b_story.txt	14
406.707	0.009	tomsaxe	response	falsebelief	correct	task-tomsaxe/8b_question.txt	14
425.232	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/7b_story.txt	15
436.221	0.003	tomsaxe	response	falsebelief	correct	task-tomsaxe/7b_question.txt	15
454.746	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/7p_story.txt	16
465.735	2.6	tomsaxe	response	falsephoto	correct	task-tomsaxe/7p_question.txt	16
484.26	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/3p_story.txt	17
495.248	0.007	tomsaxe	response	falsephoto	incorrect	task-tomsaxe/3p_question.txt	17
513.774	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/3b_story.txt	18
524.762	0.003	tomsaxe	response	falsebelief	incorrect	task-tomsaxe/3b_question.txt	18
543.288	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/2p_story.txt	19
554.276	0.002	tomsaxe	response	falsephoto	incorrect	task-tomsaxe/2p_question.txt	19
