filename	acq_time	operator	randstr	task-social_runtype	task-fractional_runtype
fmap/sub-0105_ses-04_acq-mb8_dir-ap_run-01_epi.nii.gz	1919-10-22T18:38:17.747500	n/a	20b0edd5	n/a	n/a
fmap/sub-0105_ses-04_acq-mb8_dir-pa_run-01_epi.nii.gz	1919-10-22T18:38:41.360000	n/a	16f0357f	n/a	n/a
func/sub-0105_ses-04_task-fractional_acq-mb8_run-01_sbref.nii.gz	1919-10-22T18:41:01.580000	n/a	00946258	n/a	tomspunt
func/sub-0105_ses-04_task-fractional_acq-mb8_run-01_bold.nii.gz	1919-10-22T18:41:08.480000	n/a	c9eea628	n/a	tomspunt
func/sub-0105_ses-04_task-fractional_acq-mb8_run-02_sbref.nii.gz	1919-10-22T18:51:35.157500	n/a	42ab4a32	n/a	memory
func/sub-0105_ses-04_task-fractional_acq-mb8_run-02_bold.nii.gz	1919-10-22T18:51:42.057500	n/a	094a4e35	n/a	memory
func/sub-0105_ses-04_task-social_acq-mb8_run-01_sbref.nii.gz	1919-10-22T19:03:04.987500	n/a	7629e70e	cognitive	n/a
func/sub-0105_ses-04_task-social_acq-mb8_run-01_bold.nii.gz	1919-10-22T19:03:11.887500	n/a	70b03c1d	cognitive	n/a
func/sub-0105_ses-04_task-social_acq-mb8_run-02_sbref.nii.gz	1919-10-22T19:10:01.715000	n/a	d454290f	vicarious	n/a
func/sub-0105_ses-04_task-social_acq-mb8_run-02_bold.nii.gz	1919-10-22T19:10:08.615000	n/a	9faf411f	vicarious	n/a
func/sub-0105_ses-04_task-social_acq-mb8_run-03_sbref.nii.gz	1919-10-22T19:18:33.920000	n/a	e16ea287	pain	n/a
func/sub-0105_ses-04_task-social_acq-mb8_run-03_bold.nii.gz	1919-10-22T19:18:40.820000	n/a	986b4776	pain	n/a
func/sub-0105_ses-04_task-social_acq-mb8_run-04_sbref.nii.gz	1919-10-22T19:25:29.860000	n/a	502e1a15	vicarious	n/a
func/sub-0105_ses-04_task-social_acq-mb8_run-04_bold.nii.gz	1919-10-22T19:25:36.760000	n/a	afb6f061	vicarious	n/a
func/sub-0105_ses-04_task-social_acq-mb8_run-05_sbref.nii.gz	1919-10-22T19:32:24.825000	n/a	0769d98c	cognitive	n/a
func/sub-0105_ses-04_task-social_acq-mb8_run-05_bold.nii.gz	1919-10-22T19:32:31.725000	n/a	0ea11d30	cognitive	n/a
func/sub-0105_ses-04_task-social_acq-mb8_run-06_sbref.nii.gz	1919-10-22T19:40:08.187500	n/a	a205f762	pain	n/a
func/sub-0105_ses-04_task-social_acq-mb8_run-06_bold.nii.gz	1919-10-22T19:40:15.087500	n/a	c2b71e73	pain	n/a
fmap/sub-0105_ses-04_acq-mb8_dir-ap_run-02_epi.nii.gz	1919-10-22T19:48:28.362500	n/a	b99986f8	n/a	n/a
fmap/sub-0105_ses-04_acq-mb8_dir-pa_run-02_epi.nii.gz	1919-10-22T19:48:52.347500	n/a	0cac116d	n/a	n/a
func/sub-0105_ses-04_task-alignvideo_acq-mb8_run-01_sbref.nii.gz	1919-10-22T19:49:55.870000	n/a	8f362592	n/a	n/a
func/sub-0105_ses-04_task-alignvideo_acq-mb8_run-01_bold.nii.gz	1919-10-22T19:50:02.770000	n/a	5a4b166b	n/a	n/a
func/sub-0105_ses-04_task-alignvideo_acq-mb8_run-02_sbref.nii.gz	1919-10-22T19:59:59.782500	n/a	291a479b	n/a	n/a
func/sub-0105_ses-04_task-alignvideo_acq-mb8_run-02_bold.nii.gz	1919-10-22T20:00:06.682500	n/a	666c868e	n/a	n/a
