onset	duration	run_type	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	pain_onset_ttl1	pain_onset_ttl2	pain_onset_ttl3	pain_onset_ttl4	pain_stimulus_delivery_success	cognitive_correct_response	cognitive_participant_response	cognitive_response_accuracy
3.9	1.0	pain	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/sch/h029.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5.71	1.74	pain	expectrating	1	high_cue	n/a	106.83	Strongest sensation of any kind	106.83	Strongest sensation of any kind	0.4	1.34	task-social/cue/runtype-pain/sch/h029.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
17.67	12.36	pain	stimulus	1	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	17.67	21.43	26.43	30.04	success	n/a	n/a	n/a
30.31	2.33	pain	outcomerating	1	high_cue	med_stim	172.33	Strongest sensation of any kind	172.33	Strongest sensation of any kind	0.4	1.34	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
36.19	1.0	pain	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/scl/l036.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
38.69	2.04	pain	expectrating	2	low_cue	n/a	98.5	Strongest sensation of any kind	98.5	Strongest sensation of any kind	0.5	1.54	task-social/cue/runtype-pain/scl/l036.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
43.65	12.36	pain	stimulus	2	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	43.65	47.41	52.41	56.02	success	n/a	n/a	n/a
56.3	1.89	pain	outcomerating	2	low_cue	med_stim	154.47	Strongest sensation of any kind	154.47	Strongest sensation of any kind	0.5	1.54	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
63.58	1.0	pain	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/sch/h048.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
66.1	3.07	pain	expectrating	3	high_cue	n/a	165.55	Strongest sensation of any kind	165.55	Strongest sensation of any kind	0.27	2.8	task-social/cue/runtype-pain/sch/h048.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
75.82	11.91000000000001	pain	stimulus	3	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	75.82	79.32	84.32	87.72	success	n/a	n/a	n/a
90.9	2.21	pain	outcomerating	3	high_cue	low_stim	175.18	Strongest sensation of any kind	175.18	Strongest sensation of any kind	0.27	2.8	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
103.5	0.98	pain	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/scl/l039.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
106.0	1.84	pain	expectrating	4	low_cue	n/a	174.89	Strongest sensation of any kind	174.89	Strongest sensation of any kind	0.43	1.4	task-social/cue/runtype-pain/scl/l039.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
116.96	12.36	pain	stimulus	4	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	116.96	120.72	125.72	129.33	success	n/a	n/a	n/a
131.79	2.16	pain	outcomerating	4	low_cue	med_stim	174.93	Strongest sensation of any kind	174.93	Strongest sensation of any kind	0.43	1.4	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
139.0	1.0	pain	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/sch/h034.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
142.9	2.62	pain	expectrating	5	high_cue	n/a	174.02	Strongest sensation of any kind	174.02	Strongest sensation of any kind	0.33	2.29	task-social/cue/runtype-pain/sch/h034.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
