onset	duration	subtask_type	event_type	value	response_accuracy	stim_file	trial_index
14.832	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/5b_story.txt	1
25.802	3.846	tomsaxe	response	falsebelief	incorrect	task-tomsaxe/5b_question.txt	1
44.326	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/5p_story.txt	2
55.313	2.443	tomsaxe	response	falsephoto	correct	task-tomsaxe/5p_question.txt	2
73.837	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/6p_story.txt	3
84.824	3.678	tomsaxe	response	falsephoto	correct	task-tomsaxe/6p_question.txt	3
103.348	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/6b_story.txt	4
114.335	3.605	tomsaxe	response	falsebelief	correct	task-tomsaxe/6b_question.txt	4
132.859	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/9p_story.txt	5
143.846	4.751	tomsaxe	response	falsephoto	correct	task-tomsaxe/9p_question.txt	5
162.387	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/9b_story.txt	6
173.374	3.708	tomsaxe	response	falsebelief	correct	task-tomsaxe/9b_question.txt	6
191.898	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/10p_story.txt	7
202.885	4.137	tomsaxe	response	falsephoto	correct	task-tomsaxe/10p_question.txt	7
221.409	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/10b_story.txt	8
232.396	3.54	tomsaxe	response	falsebelief	correct	task-tomsaxe/10b_question.txt	8
250.92	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/4b_story.txt	9
261.907	3.031	tomsaxe	response	falsebelief	correct	task-tomsaxe/4b_question.txt	9
280.431	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/4p_story.txt	10
291.418	3.441	tomsaxe	response	falsephoto	correct	task-tomsaxe/4p_question.txt	10
309.942	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/1p_story.txt	11
320.929	3.206	tomsaxe	response	falsephoto	correct	task-tomsaxe/1p_question.txt	11
339.453	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/1b_story.txt	12
350.44	5.133	tomsaxe	response	falsebelief	correct	task-tomsaxe/1b_question.txt	12
368.964	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/8p_story.txt	13
379.951	3.404	tomsaxe	response	falsephoto	correct	task-tomsaxe/8p_question.txt	13
398.475	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/8b_story.txt	14
409.462	3.388	tomsaxe	response	falsebelief	correct	task-tomsaxe/8b_question.txt	14
427.986	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/7b_story.txt	15
438.973	3.549	tomsaxe	response	falsebelief	incorrect	task-tomsaxe/7b_question.txt	15
457.497	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/7p_story.txt	16
468.484	2.543	tomsaxe	response	falsephoto	correct	task-tomsaxe/7p_question.txt	16
487.008	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/3p_story.txt	17
497.995	3.605	tomsaxe	response	falsephoto	correct	task-tomsaxe/3p_question.txt	17
516.519	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/3b_story.txt	18
527.506	3.514	tomsaxe	response	falsebelief	correct	task-tomsaxe/3b_question.txt	18
546.046	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/2p_story.txt	19
557.017	5.827	tomsaxe	response	falsephoto	incorrect	task-tomsaxe/2p_question.txt	19
575.541	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/2b_story.txt	20
586.528	4.941	tomsaxe	response	falsebelief	correct	task-tomsaxe/2b_question.txt	20
