onset	duration	subtask_type	event_type	value	response_accuracy	stim_file	trial_index
14.8	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/3b_story.txt	1
25.771	2.615	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/3b_question.txt	1
44.294	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/3p_story.txt	2
55.282	2.853	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/3p_question.txt	2
73.805	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/10p_story.txt	3
84.793	2.88	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/10p_question.txt	3
103.316	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/10b_story.txt	4
114.304	2.652	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/10b_question.txt	4
132.827	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/1p_story.txt	5
143.815	3.741	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/1p_question.txt	5
162.338	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/1b_story.txt	6
173.326	3.599	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/1b_question.txt	6
191.849	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/7p_story.txt	7
202.837	1.99	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/7p_question.txt	7
221.361	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/7b_story.txt	8
232.348	4.219	tomsaxe	response	falsebelief	incorrect	task-fractional/runtype-tomsaxe/7b_question.txt	8
250.872	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/5b_story.txt	9
261.859	4.518	tomsaxe	response	falsebelief	incorrect	task-fractional/runtype-tomsaxe/5b_question.txt	9
280.383	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/5p_story.txt	10
291.37	2.912	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/5p_question.txt	10
309.894	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/4p_story.txt	11
320.881	4.27	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/4p_question.txt	11
339.421	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/4b_story.txt	12
350.409	2.916	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/4b_question.txt	12
368.932	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/9p_story.txt	13
379.92	3.677	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/9p_question.txt	13
398.443	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/9b_story.txt	14
409.431	2.694	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/9b_question.txt	14
427.954	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/8b_story.txt	15
438.942	4.156	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/8b_question.txt	15
457.465	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/8p_story.txt	16
468.453	2.487	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/8p_question.txt	16
486.976	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/6p_story.txt	17
497.964	3.714	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/6p_question.txt	17
516.487	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/6b_story.txt	18
527.475	3.136	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/6b_question.txt	18
545.998	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/2p_story.txt	19
556.986	4.491	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/2p_question.txt	19
575.509	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/2b_story.txt	20
586.497	2.91	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/2b_question.txt	20
