onset	duration	subtask_type	event_type	value	response_accuracy	stim_file	trial_index
14.827	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/3b_story.txt	1
25.798	2.81	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/3b_question.txt	1
44.322	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/3p_story.txt	2
55.309	3.536	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/3p_question.txt	2
73.833	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/10p_story.txt	3
84.82	4.752	tomsaxe	response	falsephoto	incorrect	task-fractional/runtype-tomsaxe/10p_question.txt	3
103.344	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/10b_story.txt	4
114.331	4.102	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/10b_question.txt	4
132.855	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/1p_story.txt	5
143.842	3.4	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/1p_question.txt	5
162.383	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/1b_story.txt	6
173.37	3.288	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/1b_question.txt	6
191.894	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/7p_story.txt	7
202.881	2.423	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/7p_question.txt	7
221.405	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/7b_story.txt	8
232.392	3.371	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/7b_question.txt	8
250.932	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/5b_story.txt	9
261.903	5.448	tomsaxe	response	falsebelief	incorrect	task-fractional/runtype-tomsaxe/5b_question.txt	9
280.427	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/5p_story.txt	10
291.414	1.955	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/5p_question.txt	10
309.938	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/4p_story.txt	11
320.925	5.132	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/4p_question.txt	11
339.465	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/4b_story.txt	12
350.436	4.266	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/4b_question.txt	12
368.96	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/9p_story.txt	13
379.947	2.537	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/9p_question.txt	13
398.471	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/9b_story.txt	14
409.458	2.958	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/9b_question.txt	14
427.982	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/8b_story.txt	15
438.969	3.611	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/8b_question.txt	15
457.493	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/8p_story.txt	16
468.48	3.956	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/8p_question.txt	16
487.004	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/6p_story.txt	17
497.991	2.694	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/6p_question.txt	17
516.515	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/6b_story.txt	18
527.502	3.466	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/6b_question.txt	18
546.026	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/2p_story.txt	19
557.013	3.95	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/2p_question.txt	19
575.537	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/2b_story.txt	20
586.524	3.979	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/2b_question.txt	20
