filename	acq_time	operator	randstr	task-social_runtype	task-fractional_runtype
fmap/sub-0051_ses-04_acq-mb8_dir-ap_run-01_epi.nii.gz	1919-04-16T14:13:50.792500	n/a	54896135	n/a	n/a
fmap/sub-0051_ses-04_acq-mb8_dir-pa_run-01_epi.nii.gz	1919-04-16T14:14:15.357500	n/a	812910d1	n/a	n/a
func/sub-0051_ses-04_task-fractional_acq-mb8_run-01_sbref.nii.gz	1919-04-16T14:16:58.762500	n/a	c67f7ae5	n/a	posner
func/sub-0051_ses-04_task-fractional_acq-mb8_run-01_bold.nii.gz	1919-04-16T14:17:05.662500	n/a	129cb4e9	n/a	posner
func/sub-0051_ses-04_task-fractional_acq-mb8_run-02_sbref.nii.gz	1919-04-16T14:27:45.420000	n/a	8acce068	n/a	tomsaxe
func/sub-0051_ses-04_task-fractional_acq-mb8_run-02_bold.nii.gz	1919-04-16T14:27:52.320000	n/a	9062fe89	n/a	tomsaxe
func/sub-0051_ses-04_task-social_acq-mb8_run-01_sbref.nii.gz	1919-04-16T14:40:21.837500	n/a	3e013d5c	pain	n/a
func/sub-0051_ses-04_task-social_acq-mb8_run-01_bold.nii.gz	1919-04-16T14:40:28.737500	n/a	f2491188	pain	n/a
func/sub-0051_ses-04_task-social_acq-mb8_run-02_sbref.nii.gz	1919-04-16T14:47:24.812500	n/a	48dde8b5	vicarious	n/a
func/sub-0051_ses-04_task-social_acq-mb8_run-02_bold.nii.gz	1919-04-16T14:47:31.712500	n/a	3133ef2c	vicarious	n/a
func/sub-0051_ses-04_task-social_acq-mb8_run-03_sbref.nii.gz	1919-04-16T14:54:24.770000	n/a	a2559916	cognitive	n/a
func/sub-0051_ses-04_task-social_acq-mb8_run-03_bold.nii.gz	1919-04-16T14:54:31.670000	n/a	b90b9a24	cognitive	n/a
func/sub-0051_ses-04_task-social_acq-mb8_run-04_sbref.nii.gz	1919-04-16T15:01:25.085000	n/a	fb07be24	cognitive	n/a
func/sub-0051_ses-04_task-social_acq-mb8_run-04_bold.nii.gz	1919-04-16T15:01:31.985000	n/a	37984d52	cognitive	n/a
func/sub-0051_ses-04_task-social_acq-mb8_run-05_sbref.nii.gz	1919-04-16T15:08:25.095000	n/a	7915d35f	vicarious	n/a
func/sub-0051_ses-04_task-social_acq-mb8_run-05_bold.nii.gz	1919-04-16T15:08:31.995000	n/a	db1e6c59	vicarious	n/a
func/sub-0051_ses-04_task-social_acq-mb8_run-06_sbref.nii.gz	1919-04-16T15:16:43.347500	n/a	792f7da0	pain	n/a
func/sub-0051_ses-04_task-social_acq-mb8_run-06_bold.nii.gz	1919-04-16T15:16:50.247500	n/a	f0c837fd	pain	n/a
fmap/sub-0051_ses-04_acq-mb8_dir-ap_run-02_epi.nii.gz	1919-04-16T15:25:30.760000	n/a	dd677dd4	n/a	n/a
fmap/sub-0051_ses-04_acq-mb8_dir-pa_run-02_epi.nii.gz	1919-04-16T15:25:55.327500	n/a	f71fb183	n/a	n/a
func/sub-0051_ses-04_task-alignvideo_acq-mb8_run-01_sbref.nii.gz	1919-04-16T15:26:52.227500	n/a	b4e10c18	n/a	n/a
func/sub-0051_ses-04_task-alignvideo_acq-mb8_run-01_bold.nii.gz	1919-04-16T15:26:59.127500	n/a	54d25188	n/a	n/a
func/sub-0051_ses-04_task-alignvideo_acq-mb8_run-02_sbref.nii.gz	1919-04-16T15:36:52.657500	n/a	397c3f14	n/a	n/a
func/sub-0051_ses-04_task-alignvideo_acq-mb8_run-02_bold.nii.gz	1919-04-16T15:36:59.557500	n/a	fb168cf1	n/a	n/a
