onset	duration	subtask_type	event_type	value	response_accuracy	stim_file	trial_index
14.802	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/5b_story.txt	1
25.773	2.305	tomsaxe	response	falsebelief	incorrect	task-tomsaxe/5b_question.txt	1
44.297	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/5p_story.txt	2
55.284	2.427	tomsaxe	response	falsephoto	correct	task-tomsaxe/5p_question.txt	2
73.824	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/2p_story.txt	3
84.795	4.908	tomsaxe	response	falsephoto	incorrect	task-tomsaxe/2p_question.txt	3
103.319	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/2b_story.txt	4
114.306	2.615	tomsaxe	response	falsebelief	correct	task-tomsaxe/2b_question.txt	4
132.83	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/1p_story.txt	5
143.817	2.889	tomsaxe	response	falsephoto	correct	task-tomsaxe/1p_question.txt	5
162.341	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/1b_story.txt	6
173.328	4.363	tomsaxe	response	falsebelief	correct	task-tomsaxe/1b_question.txt	6
191.852	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/9p_story.txt	7
202.839	2.678	tomsaxe	response	falsephoto	correct	task-tomsaxe/9p_question.txt	7
221.363	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/9b_story.txt	8
232.35	2.483	tomsaxe	response	falsebelief	correct	task-tomsaxe/9b_question.txt	8
250.89	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/6b_story.txt	9
261.861	3.293	tomsaxe	response	falsebelief	correct	task-tomsaxe/6b_question.txt	9
280.385	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/6p_story.txt	10
291.372	2.749	tomsaxe	response	falsephoto	correct	task-tomsaxe/6p_question.txt	10
309.896	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/10p_story.txt	11
320.883	2.449	tomsaxe	response	falsephoto	correct	task-tomsaxe/10p_question.txt	11
339.407	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/10b_story.txt	12
350.394	3.088	tomsaxe	response	falsebelief	correct	task-tomsaxe/10b_question.txt	12
368.918	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/3p_story.txt	13
379.905	3.019	tomsaxe	response	falsephoto	correct	task-tomsaxe/3p_question.txt	13
398.429	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/3b_story.txt	14
409.416	2.931	tomsaxe	response	falsebelief	correct	task-tomsaxe/3b_question.txt	14
427.956	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/7b_story.txt	15
438.927	5.574	tomsaxe	response	falsebelief	incorrect	task-tomsaxe/7b_question.txt	15
457.451	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/7p_story.txt	16
468.438	1.975	tomsaxe	response	falsephoto	correct	task-tomsaxe/7p_question.txt	16
486.962	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/8p_story.txt	17
497.949	2.813	tomsaxe	response	falsephoto	correct	task-tomsaxe/8p_question.txt	17
516.473	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/8b_story.txt	18
527.46	2.99	tomsaxe	response	falsebelief	correct	task-tomsaxe/8b_question.txt	18
545.984	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/4p_story.txt	19
556.971	3.133	tomsaxe	response	falsephoto	correct	task-tomsaxe/4p_question.txt	19
575.495	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/4b_story.txt	20
586.482	2.402	tomsaxe	response	falsebelief	correct	task-tomsaxe/4b_question.txt	20
