filename	acq_time	operator	randstr	task-social_runtype	task-fractional_runtype
fmap/sub-0076_ses-04_acq-mb8_dir-ap_run-01_epi.nii.gz	1919-05-20T10:38:25.787500	n/a	a4a27069	n/a	
fmap/sub-0076_ses-04_acq-mb8_dir-pa_run-01_epi.nii.gz	1919-05-20T10:38:49.387500	n/a	23ad4479	n/a	
func/sub-0076_ses-04_task-fractional_acq-mb8_run-01_sbref.nii.gz	1919-05-20T10:42:08.570000	n/a	9be508a5	n/a	tomsaxe
func/sub-0076_ses-04_task-fractional_acq-mb8_run-01_bold.nii.gz	1919-05-20T10:42:15.470000	n/a	6ac85b2b	n/a	tomsaxe
func/sub-0076_ses-04_task-fractional_acq-mb8_run-02_sbref.nii.gz	1919-05-20T10:52:35.565000	n/a	e9d31da5	n/a	memory
func/sub-0076_ses-04_task-fractional_acq-mb8_run-02_bold.nii.gz	1919-05-20T10:52:42.465000	n/a	d415f525	n/a	memory
func/sub-0076_ses-04_task-social_acq-mb8_run-01_sbref.nii.gz	1919-05-20T11:05:45.005000	n/a	0ae2eb0a	vicarious	
func/sub-0076_ses-04_task-social_acq-mb8_run-01_bold.nii.gz	1919-05-20T11:05:51.905000	n/a	7ba64b8b	vicarious	
func/sub-0076_ses-04_task-social_acq-mb8_run-02_sbref.nii.gz	1919-05-20T11:12:41.947500	n/a	22ad19bb	cognitive	
func/sub-0076_ses-04_task-social_acq-mb8_run-02_bold.nii.gz	1919-05-20T11:12:48.847500	n/a	c3c85efe	cognitive	
func/sub-0076_ses-04_task-social_acq-mb8_run-03_sbref.nii.gz	1919-05-20T11:19:50.120000	n/a	da426c7d	pain	
func/sub-0076_ses-04_task-social_acq-mb8_run-03_bold.nii.gz	1919-05-20T11:19:57.020000	n/a	e6a27712	pain	
func/sub-0076_ses-04_task-social_acq-mb8_run-04_sbref.nii.gz	1919-05-20T11:28:37.777500	n/a	1427ec4d	pain	
func/sub-0076_ses-04_task-social_acq-mb8_run-04_bold.nii.gz	1919-05-20T11:28:44.677500	n/a	60f7beb2	pain	
func/sub-0076_ses-04_task-social_acq-mb8_run-05_sbref.nii.gz	1919-05-20T11:36:18.580000	n/a	ba30fdd2	cognitive	
func/sub-0076_ses-04_task-social_acq-mb8_run-05_bold.nii.gz	1919-05-20T11:36:25.480000	n/a	0a1a5a6e	cognitive	
func/sub-0076_ses-04_task-social_acq-mb8_run-06_sbref.nii.gz	1919-05-20T11:43:15.692500	n/a	ab175f83	vicarious	
func/sub-0076_ses-04_task-social_acq-mb8_run-06_bold.nii.gz	1919-05-20T11:43:22.592500	n/a	58cb53f3	vicarious	
fmap/sub-0076_ses-04_acq-mb8_dir-ap_run-02_epi.nii.gz	1919-05-20T11:50:57.377500	n/a	0e193ab8	n/a	
fmap/sub-0076_ses-04_acq-mb8_dir-pa_run-02_epi.nii.gz	1919-05-20T11:51:21.355000	n/a	102689cf	n/a	
func/sub-0076_ses-04_task-alignvideo_acq-mb8_run-01_sbref.nii.gz	1919-05-20T11:52:42.060000	n/a	9c143290	n/a	
func/sub-0076_ses-04_task-alignvideo_acq-mb8_run-01_bold.nii.gz	1919-05-20T11:52:48.960000	n/a	b4da0f95	n/a	
func/sub-0076_ses-04_task-alignvideo_acq-mb8_run-02_sbref.nii.gz	1919-05-20T12:02:41.105000	n/a	7be0da90	n/a	
func/sub-0076_ses-04_task-alignvideo_acq-mb8_run-02_bold.nii.gz	1919-05-20T12:02:48.005000	n/a	9f9c6838	n/a	
