onset	duration	subtask_type	event_type	value	response_accuracy	stim_file	trial_index
12.066	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/3b_story.txt	1
23.037	4.724	tomsaxe	response	falsebelief	correct	task-tomsaxe/3b_question.txt	1
41.56	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/3p_story.txt	2
52.548	3.455	tomsaxe	response	falsephoto	correct	task-tomsaxe/3p_question.txt	2
71.071	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/10p_story.txt	3
82.059	5.93	tomsaxe	response	falsephoto	correct	task-tomsaxe/10p_question.txt	3
100.599	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/10b_story.txt	4
111.57	2.423	tomsaxe	response	falsebelief	correct	task-tomsaxe/10b_question.txt	4
130.11	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/1p_story.txt	5
141.097	5.894	tomsaxe	response	falsephoto	incorrect	task-tomsaxe/1p_question.txt	5
159.621	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/1b_story.txt	6
170.608	3.36	tomsaxe	response	falsebelief	correct	task-tomsaxe/1b_question.txt	6
189.149	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/7p_story.txt	7
200.119	2.079	tomsaxe	response	falsephoto	correct	task-tomsaxe/7p_question.txt	7
218.643	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/7b_story.txt	8
229.63	3.998	tomsaxe	response	falsebelief	correct	task-tomsaxe/7b_question.txt	8
248.154	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/5b_story.txt	9
259.141	3.984	tomsaxe	response	falsebelief	correct	task-tomsaxe/5b_question.txt	9
277.665	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/5p_story.txt	10
288.652	2.879	tomsaxe	response	falsephoto	correct	task-tomsaxe/5p_question.txt	10
307.176	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/4p_story.txt	11
318.163	3.274	tomsaxe	response	falsephoto	incorrect	task-tomsaxe/4p_question.txt	11
336.687	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/4b_story.txt	12
347.674	3.719	tomsaxe	response	falsebelief	correct	task-tomsaxe/4b_question.txt	12
366.198	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/9p_story.txt	13
377.185	3.989	tomsaxe	response	falsephoto	correct	task-tomsaxe/9p_question.txt	13
395.709	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/9b_story.txt	14
406.696	5.956	tomsaxe	response	falsebelief	correct	task-tomsaxe/9b_question.txt	14
425.22	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/8b_story.txt	15
436.207	4.751	tomsaxe	response	falsebelief	correct	task-tomsaxe/8b_question.txt	15
454.731	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/8p_story.txt	16
465.718	3.945	tomsaxe	response	falsephoto	correct	task-tomsaxe/8p_question.txt	16
484.242	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/6p_story.txt	17
495.229	4.051	tomsaxe	response	falsephoto	correct	task-tomsaxe/6p_question.txt	17
513.753	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/6b_story.txt	18
524.74	3.141	tomsaxe	response	falsebelief	correct	task-tomsaxe/6b_question.txt	18
543.264	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/2p_story.txt	19
554.251	5.963	tomsaxe	response	falsephoto	correct	task-tomsaxe/2p_question.txt	19
572.775	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/2b_story.txt	20
583.762	2.447	tomsaxe	response	falsebelief	correct	task-tomsaxe/2b_question.txt	20
