filename	acq_time	operator	randstr	task-social_runtype	task-fractional_runtype
fmap/sub-0026_ses-04_acq-mb8_dir-ap_run-01_epi.nii.gz	1919-02-19T09:16:53.915000	n/a	b520b745	n/a	n/a
fmap/sub-0026_ses-04_acq-mb8_dir-pa_run-01_epi.nii.gz	1919-02-19T09:17:18.367500	n/a	b7530bf8	n/a	n/a
func/sub-0026_ses-04_task-fractional_acq-mb8_run-01_sbref.nii.gz	1919-02-19T09:19:38.797500	n/a	0bf5f2f5	n/a	posner
func/sub-0026_ses-04_task-fractional_acq-mb8_run-01_bold.nii.gz	1919-02-19T09:19:45.697500	n/a	15f952d2	n/a	posner
func/sub-0026_ses-04_task-fractional_acq-mb8_run-02_sbref.nii.gz	1919-02-19T09:30:22.695000	n/a	a2038b49	n/a	memory
func/sub-0026_ses-04_task-fractional_acq-mb8_run-02_bold.nii.gz	1919-02-19T09:30:29.595000	n/a	7abc3962	n/a	memory
func/sub-0026_ses-04_task-social_acq-mb8_run-01_sbref.nii.gz	1919-02-19T09:44:04.377500	n/a	8690756c	pain	n/a
func/sub-0026_ses-04_task-social_acq-mb8_run-01_bold.nii.gz	1919-02-19T09:44:11.277500	n/a	dc0f60a2	pain	n/a
func/sub-0026_ses-04_task-social_acq-mb8_run-02_sbref.nii.gz	1919-02-19T09:51:07.900000	n/a	15a45043	vicarious	n/a
func/sub-0026_ses-04_task-social_acq-mb8_run-02_bold.nii.gz	1919-02-19T09:51:14.800000	n/a	968ddfc3	vicarious	n/a
func/sub-0026_ses-04_task-social_acq-mb8_run-03_sbref.nii.gz	1919-02-19T09:58:07.455000	n/a	c1d0929d	cognitive	n/a
func/sub-0026_ses-04_task-social_acq-mb8_run-03_bold.nii.gz	1919-02-19T09:58:14.355000	n/a	9ed84e7d	cognitive	n/a
func/sub-0026_ses-04_task-social_acq-mb8_run-04_sbref.nii.gz	1919-02-19T10:05:16.857500	n/a	7f21879a	cognitive	n/a
func/sub-0026_ses-04_task-social_acq-mb8_run-04_bold.nii.gz	1919-02-19T10:05:23.757500	n/a	4877189b	cognitive	n/a
func/sub-0026_ses-04_task-social_acq-mb8_run-05_sbref.nii.gz	1919-02-19T10:12:22.435000	n/a	653e3657	vicarious	n/a
func/sub-0026_ses-04_task-social_acq-mb8_run-05_bold.nii.gz	1919-02-19T10:12:29.335000	n/a	8a91809f	vicarious	n/a
func/sub-0026_ses-04_task-social_acq-mb8_run-06_sbref.nii.gz	1919-02-19T10:20:24.790000	n/a	1ac0830b	pain	n/a
func/sub-0026_ses-04_task-social_acq-mb8_run-06_bold.nii.gz	1919-02-19T10:20:31.690000	n/a	d2e26a67	pain	n/a
fmap/sub-0026_ses-04_acq-mb8_dir-ap_run-02_epi.nii.gz	1919-02-19T10:28:16.392500	n/a	2f1a1af1	n/a	n/a
fmap/sub-0026_ses-04_acq-mb8_dir-pa_run-02_epi.nii.gz	1919-02-19T10:28:41.385000	n/a	8c8dd097	n/a	n/a
func/sub-0026_ses-04_task-alignvideo_acq-mb8_run-01_sbref.nii.gz	1919-02-19T10:29:35.040000	n/a	238ebc54	n/a	n/a
func/sub-0026_ses-04_task-alignvideo_acq-mb8_run-01_bold.nii.gz	1919-02-19T10:29:41.940000	n/a	092c5e5f	n/a	n/a
func/sub-0026_ses-04_task-alignvideo_acq-mb8_run-02_sbref.nii.gz	1919-02-19T10:39:35.015000	n/a	b8506556	n/a	n/a
func/sub-0026_ses-04_task-alignvideo_acq-mb8_run-02_bold.nii.gz	1919-02-19T10:39:41.915000	n/a	8f666f6f	n/a	n/a
