onset	duration	subtask_type	event_type	value	response_accuracy	stim_file	trial_index
14.821	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/2b_story.txt	1
25.792	4.939	tomsaxe	response	falsebelief	incorrect	task-fractional/runtype-tomsaxe/2b_question.txt	1
44.316	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/2p_story.txt	2
55.303	5.706	tomsaxe	response	falsephoto	incorrect	task-fractional/runtype-tomsaxe/2p_question.txt	2
73.827	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/4p_story.txt	3
84.814	5.376	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/4p_question.txt	3
103.338	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/4b_story.txt	4
114.325	5.739	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/4b_question.txt	4
132.849	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/1p_story.txt	5
143.836	5.524	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/1p_question.txt	5
162.36	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/1b_story.txt	6
173.347	6.113	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/1b_question.txt	6
192.004	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/3p_story.txt	7
203.008	2.564	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/3p_question.txt	7
221.532	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/3b_story.txt	8
232.519	3.739	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/3b_question.txt	8
251.043	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/10b_story.txt	9
262.03	3.006	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/10b_question.txt	9
280.554	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/10p_story.txt	10
291.541	3.428	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/10p_question.txt	10
310.065	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/9p_story.txt	11
321.052	3.841	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/9p_question.txt	11
339.576	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/9b_story.txt	12
350.563	2.431	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/9b_question.txt	12
369.087	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/6p_story.txt	13
380.074	4.555	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/6p_question.txt	13
398.615	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/6b_story.txt	14
409.602	3.516	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/6b_question.txt	14
428.126	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/7b_story.txt	15
439.113	4.013	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/7b_question.txt	15
457.637	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/7p_story.txt	16
468.624	2.937	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/7p_question.txt	16
487.148	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/8p_story.txt	17
498.135	3.437	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/8p_question.txt	17
516.659	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/8b_story.txt	18
527.646	n/a	tomsaxe	response	falsebelief	incorrect	task-fractional/runtype-tomsaxe/8b_question.txt	18
546.17	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/5p_story.txt	19
557.157	2.147	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/5p_question.txt	19
575.681	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/5b_story.txt	20
586.668	3.672	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/5b_question.txt	20
