onset	duration	subtask_type	event_type	value	response_accuracy	stim_file	trial_index
14.803	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/2b_story.txt	1
25.774	3.276	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/2b_question.txt	1
44.298	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/2p_story.txt	2
55.285	5.469	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/2p_question.txt	2
73.809	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/4p_story.txt	3
84.796	5.116	tomsaxe	response	falsephoto	incorrect	task-fractional/runtype-tomsaxe/4p_question.txt	3
103.32	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/4b_story.txt	4
114.307	3.22	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/4b_question.txt	4
132.831	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/1p_story.txt	5
143.835	4.872	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/1p_question.txt	5
162.358	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/1b_story.txt	6
173.362	4.794	tomsaxe	response	falsebelief	incorrect	task-fractional/runtype-tomsaxe/1b_question.txt	6
191.886	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/3p_story.txt	7
202.873	3.568	tomsaxe	response	falsephoto	incorrect	task-fractional/runtype-tomsaxe/3p_question.txt	7
221.397	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/3b_story.txt	8
232.384	3.848	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/3b_question.txt	8
250.908	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/10b_story.txt	9
261.895	5.316	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/10b_question.txt	9
280.419	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/10p_story.txt	10
291.406	n/a	tomsaxe	response	falsephoto	incorrect	task-fractional/runtype-tomsaxe/10p_question.txt	10
309.93	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/9p_story.txt	11
320.917	3.792	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/9p_question.txt	11
339.441	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/9b_story.txt	12
350.428	3.842	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/9b_question.txt	12
368.952	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/6p_story.txt	13
379.94	4.082	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/6p_question.txt	13
398.463	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/6b_story.txt	14
409.451	4.161	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/6b_question.txt	14
427.974	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/7b_story.txt	15
438.962	n/a	tomsaxe	response	falsebelief	incorrect	task-fractional/runtype-tomsaxe/7b_question.txt	15
457.485	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/7p_story.txt	16
468.473	3.127	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/7p_question.txt	16
486.996	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/8p_story.txt	17
497.984	3.328	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/8p_question.txt	17
516.507	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/8b_story.txt	18
527.495	2.712	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/8b_question.txt	18
546.018	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/5p_story.txt	19
557.006	3.307	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/5p_question.txt	19
575.529	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/5b_story.txt	20
586.517	3.94	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/5b_question.txt	20
