onset	duration	subtask_type	event_type	value	response_accuracy	stim_file	trial_index
14.812	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/3b_story.txt	1
25.783	5.964	tomsaxe	response	falsebelief	incorrect	task-fractional/runtype-tomsaxe/3b_question.txt	1
44.323	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/3p_story.txt	2
55.294	3.557	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/3p_question.txt	2
73.834	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/10p_story.txt	3
84.805	5.02	tomsaxe	response	falsephoto	incorrect	task-fractional/runtype-tomsaxe/10p_question.txt	3
103.329	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/10b_story.txt	4
114.316	n/a	tomsaxe	response	falsebelief	incorrect	task-fractional/runtype-tomsaxe/10b_question.txt	4
132.84	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/1p_story.txt	5
143.827	5.332	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/1p_question.txt	5
162.367	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/1b_story.txt	6
173.338	3.418	tomsaxe	response	falsebelief	incorrect	task-fractional/runtype-tomsaxe/1b_question.txt	6
191.862	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/7p_story.txt	7
202.849	2.359	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/7p_question.txt	7
221.373	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/7b_story.txt	8
232.36	4.16	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/7b_question.txt	8
250.9	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/5b_story.txt	9
261.871	3.952	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/5b_question.txt	9
280.395	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/5p_story.txt	10
291.382	2.395	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/5p_question.txt	10
309.906	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/4p_story.txt	11
320.893	5.785	tomsaxe	response	falsephoto	incorrect	task-fractional/runtype-tomsaxe/4p_question.txt	11
339.417	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/4b_story.txt	12
350.404	4.129	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/4b_question.txt	12
368.928	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/9p_story.txt	13
379.915	3.603	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/9p_question.txt	13
398.439	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/9b_story.txt	14
409.426	4.163	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/9b_question.txt	14
427.95	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/8b_story.txt	15
438.937	5.93	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/8b_question.txt	15
457.461	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/8p_story.txt	16
468.448	2.875	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/8p_question.txt	16
486.972	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/6p_story.txt	17
497.959	3.657	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/6p_question.txt	17
516.483	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/6b_story.txt	18
527.47	2.997	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/6b_question.txt	18
545.994	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/2p_story.txt	19
556.981	4.611	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/2p_question.txt	19
575.505	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/2b_story.txt	20
586.492	2.886	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/2b_question.txt	20
