filename	acq_time	operator	randstr	task-social_runtype
anat/sub-0106_ses-01_acq-MPRAGEXp3X08mm_T1w.nii.gz	1919-09-30T15:14:15.057500	n/a	523a0e92	n/a
fmap/sub-0106_ses-01_acq-96dirX6b0Xmb_dir-pa_epi.nii.gz	1919-09-30T15:22:56.467500	n/a	20c6e18e	n/a
fmap/sub-0106_ses-01_acq-96dirX6b0Xmb_dir-ap_epi.nii.gz	1919-09-30T15:23:20.025000	n/a	a7b59bec	n/a
dwi/sub-0106_ses-01_acq-96dirX6b0Xmb_dwi.nii.gz	1919-09-30T15:23:43.075000	n/a	1ea957f8	n/a
fmap/sub-0106_ses-01_acq-mb8_dir-ap_run-01_epi.nii.gz	1919-09-30T15:31:02.422500	n/a	716df49f	n/a
fmap/sub-0106_ses-01_acq-mb8_dir-pa_run-01_epi.nii.gz	1919-09-30T15:31:26.350000	n/a	178e4f01	n/a
func/sub-0106_ses-01_task-social_acq-mb8_run-01_sbref.nii.gz	1919-09-30T15:36:23.615000	n/a	39ca797f	vicarious
func/sub-0106_ses-01_task-social_acq-mb8_run-01_bold.nii.gz	1919-09-30T15:36:30.515000	n/a	3e0e0d1f	vicarious
func/sub-0106_ses-01_task-social_acq-mb8_run-02_sbref.nii.gz	1919-09-30T15:43:29.762500	n/a	2d176094	pain
func/sub-0106_ses-01_task-social_acq-mb8_run-02_bold.nii.gz	1919-09-30T15:43:36.662500	n/a	679b41f8	pain
func/sub-0106_ses-01_task-social_acq-mb8_run-03_sbref.nii.gz	1919-09-30T15:51:14.077500	n/a	8d46ecc2	cognitive
func/sub-0106_ses-01_task-social_acq-mb8_run-03_bold.nii.gz	1919-09-30T15:51:20.977500	n/a	efdb0749	cognitive
func/sub-0106_ses-01_task-social_acq-mb8_run-04_sbref.nii.gz	1919-09-30T15:59:33.397500	n/a	e8aca54c	pain
func/sub-0106_ses-01_task-social_acq-mb8_run-04_bold.nii.gz	1919-09-30T15:59:40.297500	n/a	91bd6b6f	pain
func/sub-0106_ses-01_task-social_acq-mb8_run-05_sbref.nii.gz	1919-09-30T16:07:45.932500	n/a	cc09b613	vicarious
func/sub-0106_ses-01_task-social_acq-mb8_run-05_bold.nii.gz	1919-09-30T16:07:52.832500	n/a	427a1bb7	vicarious
func/sub-0106_ses-01_task-social_acq-mb8_run-06_sbref.nii.gz	1919-09-30T16:14:43.612500	n/a	cfc08cdf	cognitive
func/sub-0106_ses-01_task-social_acq-mb8_run-06_bold.nii.gz	1919-09-30T16:14:50.512500	n/a	caed3966	cognitive
fmap/sub-0106_ses-01_acq-mb8_dir-ap_run-02_epi.nii.gz	1919-09-30T16:23:19.440000	n/a	7fa4d1ff	n/a
fmap/sub-0106_ses-01_acq-mb8_dir-pa_run-02_epi.nii.gz	1919-09-30T16:23:43.325000	n/a	01cebac3	n/a
func/sub-0106_ses-01_task-alignvideo_acq-mb8_run-01_sbref.nii.gz	1919-09-30T16:25:10.992500	n/a	a06f8c5e	n/a
func/sub-0106_ses-01_task-alignvideo_acq-mb8_run-01_bold.nii.gz	1919-09-30T16:25:17.892500	n/a	412cdc34	n/a
func/sub-0106_ses-01_task-alignvideo_acq-mb8_run-02_sbref.nii.gz	1919-09-30T16:33:49.020000	n/a	de4bab7a	n/a
func/sub-0106_ses-01_task-alignvideo_acq-mb8_run-02_bold.nii.gz	1919-09-30T16:33:55.920000	n/a	0d528fec	n/a
func/sub-0106_ses-01_task-alignvideo_acq-mb8_run-03_sbref.nii.gz	1919-09-30T16:44:42.990000	n/a	f3947dd3	n/a
func/sub-0106_ses-01_task-alignvideo_acq-mb8_run-03_bold.nii.gz	1919-09-30T16:44:49.890000	n/a	5713a170	n/a
func/sub-0106_ses-01_task-alignvideo_acq-mb8_run-04_sbref.nii.gz	1919-09-30T16:52:51.097500	n/a	6615c3d0	n/a
func/sub-0106_ses-01_task-alignvideo_acq-mb8_run-04_bold.nii.gz	1919-09-30T16:52:57.997500	n/a	f18a7b2f	n/a
