filename	acq_time	operator	randstr	task-social_runtype	task-fractional_runtype
fmap/sub-0087_ses-04_acq-mb8_dir-ap_run-01_epi.nii.gz	1919-06-23T10:52:04.762500	n/a	6cef8b8f	n/a	
fmap/sub-0087_ses-04_acq-mb8_dir-pa_run-01_epi.nii.gz	1919-06-23T10:52:28.337500	n/a	5540a608	n/a	
func/sub-0087_ses-04_task-fractional_acq-mb8_run-01_sbref.nii.gz	1919-06-23T10:55:15.755000	n/a	fadb4bdd	n/a	tomsaxe
func/sub-0087_ses-04_task-fractional_acq-mb8_run-01_bold.nii.gz	1919-06-23T10:55:22.655000	n/a	dcf99e3e	n/a	tomsaxe
func/sub-0087_ses-04_task-fractional_acq-mb8_run-02_sbref.nii.gz	1919-06-23T11:05:42.082500	n/a	d0591811	n/a	posner
func/sub-0087_ses-04_task-fractional_acq-mb8_run-02_bold.nii.gz	1919-06-23T11:05:48.982500	n/a	36f2666b	n/a	posner
func/sub-0087_ses-04_task-social_acq-mb8_run-01_sbref.nii.gz	1919-06-23T11:16:56.930000	n/a	c264be84	vicarious	
func/sub-0087_ses-04_task-social_acq-mb8_run-01_bold.nii.gz	1919-06-23T11:17:03.830000	n/a	86e6df99	vicarious	
func/sub-0087_ses-04_task-social_acq-mb8_run-02_sbref.nii.gz	1919-06-23T11:24:58.397500	n/a	40c2291f	pain	
func/sub-0087_ses-04_task-social_acq-mb8_run-02_bold.nii.gz	1919-06-23T11:25:05.297500	n/a	a2430b8a	pain	
func/sub-0087_ses-04_task-social_acq-mb8_run-03_sbref.nii.gz	1919-06-23T11:32:01.635000	n/a	de06f53b	cognitive	
func/sub-0087_ses-04_task-social_acq-mb8_run-03_bold.nii.gz	1919-06-23T11:32:08.535000	n/a	1af6c075	cognitive	
func/sub-0087_ses-04_task-social_acq-mb8_run-04_sbref.nii.gz	1919-06-23T11:40:02.800000	n/a	6a9b4aee	pain	
func/sub-0087_ses-04_task-social_acq-mb8_run-04_bold.nii.gz	1919-06-23T11:40:09.700000	n/a	9cea7c42	pain	
func/sub-0087_ses-04_task-social_acq-mb8_run-05_sbref.nii.gz	1919-06-23T11:47:44.797500	n/a	da408ba8	vicarious	
func/sub-0087_ses-04_task-social_acq-mb8_run-05_bold.nii.gz	1919-06-23T11:47:51.697500	n/a	bce9e2c5	vicarious	
func/sub-0087_ses-04_task-social_acq-mb8_run-06_sbref.nii.gz	1919-06-23T11:54:45.262500	n/a	2a97e6ed	cognitive	
func/sub-0087_ses-04_task-social_acq-mb8_run-06_bold.nii.gz	1919-06-23T11:54:52.162500	n/a	d6d21168	cognitive	
fmap/sub-0087_ses-04_acq-mb8_dir-ap_run-02_epi.nii.gz	1919-06-23T12:02:53.397500	n/a	86dcc5e5	n/a	
fmap/sub-0087_ses-04_acq-mb8_dir-pa_run-02_epi.nii.gz	1919-06-23T12:03:17.335000	n/a	870dca1a	n/a	
func/sub-0087_ses-04_task-alignvideo_acq-mb8_run-01_sbref.nii.gz	1919-06-23T12:07:13.640000	n/a	dff34d39	n/a	
func/sub-0087_ses-04_task-alignvideo_acq-mb8_run-01_bold.nii.gz	1919-06-23T12:07:20.540000	n/a	92565da8	n/a	
func/sub-0087_ses-04_task-alignvideo_acq-mb8_run-02_sbref.nii.gz	1919-06-23T12:17:21.777500	n/a	6f91746a	n/a	
func/sub-0087_ses-04_task-alignvideo_acq-mb8_run-02_bold.nii.gz	1919-06-23T12:17:28.677500	n/a	b27e1d64	n/a	
