filename,acq_time,operator,randstr,task-social_runtype,task-fractional_runtype
fmap/sub-0092_ses-04_acq-mb8_dir-ap_run-01_epi.nii.gz,1919-07-02T19:31:57.777500,,1ce6760f,,n/a
fmap/sub-0092_ses-04_acq-mb8_dir-pa_run-01_epi.nii.gz,1919-07-02T19:32:21.335000,,87af61e9,,n/a
func/sub-0092_ses-04_task-fractional_acq-mb8_run-01_sbref.nii.gz,1919-07-02T19:35:00.702500,,bf0ce44c,,tomspunt
func/sub-0092_ses-04_task-fractional_acq-mb8_run-01_bold.nii.gz,1919-07-02T19:35:07.602500,,d1536c6b,,tomspunt
func/sub-0092_ses-04_task-fractional_acq-mb8_run-02_sbref.nii.gz,1919-07-02T19:45:25.772500,,4a97be92,,memory
func/sub-0092_ses-04_task-fractional_acq-mb8_run-02_bold.nii.gz,1919-07-02T19:45:32.672500,,17b774ea,,memory
func/sub-0092_ses-04_task-social_acq-mb8_run-01_sbref.nii.gz,1919-07-02T19:57:27.017500,,3857dec5,vicarious,n/a
func/sub-0092_ses-04_task-social_acq-mb8_run-01_bold.nii.gz,1919-07-02T19:57:33.917500,,72ab20bf,vicarious,n/a
func/sub-0092_ses-04_task-social_acq-mb8_run-02_sbref.nii.gz,1919-07-02T20:04:24.145000,,546a541e,cognitive,n/a
func/sub-0092_ses-04_task-social_acq-mb8_run-02_bold.nii.gz,1919-07-02T20:04:31.045000,,b615f045,cognitive,n/a
func/sub-0092_ses-04_task-social_acq-mb8_run-03_sbref.nii.gz,1919-07-02T20:13:39.250000,,8591cc89,pain,n/a
func/sub-0092_ses-04_task-social_acq-mb8_run-03_bold.nii.gz,1919-07-02T20:13:46.150000,,c97921e4,pain,n/a
func/sub-0092_ses-04_task-social_acq-mb8_run-04_sbref.nii.gz,1919-07-02T20:21:57.367500,,345966ab,pain,n/a
func/sub-0092_ses-04_task-social_acq-mb8_run-04_bold.nii.gz,1919-07-02T20:22:04.267500,,fcc349ef,pain,n/a
func/sub-0092_ses-04_task-social_acq-mb8_run-05_sbref.nii.gz,1919-07-02T20:29:46.577500,,82505338,cognitive,n/a
func/sub-0092_ses-04_task-social_acq-mb8_run-05_bold.nii.gz,1919-07-02T20:29:53.477500,,c92767c5,cognitive,n/a
func/sub-0092_ses-04_task-social_acq-mb8_run-06_sbref.nii.gz,1919-07-02T20:36:51.695000,,15654a94,vicarious,n/a
func/sub-0092_ses-04_task-social_acq-mb8_run-06_bold.nii.gz,1919-07-02T20:36:58.595000,,8b93f996,vicarious,n/a
fmap/sub-0092_ses-04_acq-mb8_dir-ap_run-02_epi.nii.gz,1919-07-02T20:44:52.527500,,e9571ede,,n/a
fmap/sub-0092_ses-04_acq-mb8_dir-pa_run-02_epi.nii.gz,1919-07-02T20:45:17.365000,,0c56739a,,n/a
func/sub-0092_ses-04_task-alignvideo_acq-mb8_run-01_sbref.nii.gz,1919-07-02T20:46:09.037500,,2723406e,,n/a
func/sub-0092_ses-04_task-alignvideo_acq-mb8_run-01_bold.nii.gz,1919-07-02T20:46:15.937500,,fc79db45,,n/a
func/sub-0092_ses-04_task-alignvideo_acq-mb8_run-02_sbref.nii.gz,1919-07-02T20:56:16.572500,,dc60b633,,n/a
func/sub-0092_ses-04_task-alignvideo_acq-mb8_run-02_bold.nii.gz,1919-07-02T20:56:23.472500,,e9b72077,,n/a
