filename	acq_time	operator	randstr	task-social_runtype	task-fractional_runtype
fmap/sub-0029_ses-04_acq-mb8_dir-ap_run-01_epi.nii.gz	1919-02-19T11:01:52.817500	n/a	bfe32d85	n/a	n/a
fmap/sub-0029_ses-04_acq-mb8_dir-pa_run-01_epi.nii.gz	1919-02-19T11:02:17.360000	n/a	dde35c13	n/a	n/a
func/sub-0029_ses-04_task-fractional_acq-mb8_run-01_sbref.nii.gz	1919-02-19T11:10:02.095000	n/a	4c557672	n/a	tomsaxe
func/sub-0029_ses-04_task-fractional_acq-mb8_run-01_bold.nii.gz	1919-02-19T11:10:08.995000	n/a	6f59398b	n/a	tomsaxe
func/sub-0029_ses-04_task-fractional_acq-mb8_run-02_sbref.nii.gz	1919-02-19T11:20:39.415000	n/a	ad05185b	n/a	memory
func/sub-0029_ses-04_task-fractional_acq-mb8_run-02_bold.nii.gz	1919-02-19T11:20:46.315000	n/a	20f1926f	n/a	memory
func/sub-0029_ses-04_task-social_acq-mb8_run-01_sbref.nii.gz	1919-02-19T11:33:43.835000	n/a	228a1eea	pain	n/a
func/sub-0029_ses-04_task-social_acq-mb8_run-01_bold.nii.gz	1919-02-19T11:33:50.735000	n/a	75683ffd	pain	n/a
func/sub-0029_ses-04_task-social_acq-mb8_run-02_sbref.nii.gz	1919-02-19T11:40:49.055000	n/a	88c5f146	cognitive	n/a
func/sub-0029_ses-04_task-social_acq-mb8_run-02_bold.nii.gz	1919-02-19T11:40:55.955000	n/a	aba248eb	cognitive	n/a
func/sub-0029_ses-04_task-social_acq-mb8_run-03_sbref.nii.gz	1919-02-19T11:47:53.755000	n/a	ae59f20c	vicarious	n/a
func/sub-0029_ses-04_task-social_acq-mb8_run-03_bold.nii.gz	1919-02-19T11:48:00.655000	n/a	470291d6	vicarious	n/a
func/sub-0029_ses-04_task-social_acq-mb8_run-04_sbref.nii.gz	1919-02-19T11:54:51.615000	n/a	d8726f61	cognitive	n/a
func/sub-0029_ses-04_task-social_acq-mb8_run-04_bold.nii.gz	1919-02-19T11:54:58.515000	n/a	43324e32	cognitive	n/a
func/sub-0029_ses-04_task-social_acq-mb8_run-05_sbref.nii.gz	1919-02-19T12:02:57.922500	n/a	4c004f36	pain	n/a
func/sub-0029_ses-04_task-social_acq-mb8_run-05_bold.nii.gz	1919-02-19T12:03:04.822500	n/a	e83c2fcd	pain	n/a
func/sub-0029_ses-04_task-social_acq-mb8_run-06_sbref.nii.gz	1919-02-19T12:10:55.955000	n/a	0aa557af	vicarious	n/a
func/sub-0029_ses-04_task-social_acq-mb8_run-06_bold.nii.gz	1919-02-19T12:11:02.855000	n/a	70b18097	vicarious	n/a
fmap/sub-0029_ses-04_acq-mb8_dir-ap_run-02_epi.nii.gz	1919-02-19T12:18:53.380000	n/a	46e34718	n/a	n/a
fmap/sub-0029_ses-04_acq-mb8_dir-pa_run-02_epi.nii.gz	1919-02-19T12:19:18.410000	n/a	a16882cd	n/a	n/a
func/sub-0029_ses-04_task-alignvideo_acq-mb8_run-01_sbref.nii.gz	1919-02-19T12:20:08.212500	n/a	71e3da1d	n/a	n/a
func/sub-0029_ses-04_task-alignvideo_acq-mb8_run-01_bold.nii.gz	1919-02-19T12:20:15.112500	n/a	1bd02d47	n/a	n/a
func/sub-0029_ses-04_task-alignvideo_acq-mb8_run-02_sbref.nii.gz	1919-02-19T12:30:23.670000	n/a	6e2e6a2b	n/a	n/a
func/sub-0029_ses-04_task-alignvideo_acq-mb8_run-02_bold.nii.gz	1919-02-19T12:30:30.570000	n/a	c072f3cd	n/a	n/a
