onset	duration	run_type	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file_TODO	pain_onset_ttl1	pain_onset_ttl2	pain_onset_ttl3	pain_onset_ttl4	pain_stimulus_delivery_success	cognitive_correct_response	cognitive_participant_response	cognitive_response_accuracy
14.19	1.7	pain	cue	1	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/scl/l034.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
16.02	2.45	pain	expectrating	1	low_cue	n/a	16.04	Moderate	16.04	Moderate	0.92	1.54	task-social/cue/runtype-pain/scl/l034.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
20.66	11.900000000000002	pain	stimulus	1	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	20.66	24.16	29.16	32.56	success	n/a	n/a	n/a
35.3	2.53	pain	outcomerating	1	low_cue	low_stim	47.76	Strong	47.76	Strong	0.92	1.54	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
40.6	1.0	pain	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/scl/l003.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
43.6	2.98	pain	expectrating	2	low_cue	n/a	57.97	Strong	57.97	Strong	1.15	1.83	task-social/cue/runtype-pain/scl/l003.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
48.24	12.36	pain	stimulus	2	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	48.24	52.0	57.0	60.61	success	n/a	n/a	n/a
63.71	1.37	pain	outcomerating	2	low_cue	med_stim	78.92	Very Strong	78.92	Very Strong	1.15	1.83	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
72.19	1.0	pain	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/sch/h040.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
75.21	2.97	pain	expectrating	3	high_cue	n/a	111.76	Strongest sensation of any kind	111.76	Strongest sensation of any kind	1.58	1.38	task-social/cue/runtype-pain/sch/h040.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
84.14	12.36	pain	stimulus	3	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	84.14	87.9	92.9	96.51	success	n/a	n/a	n/a
95.9	2.67	pain	outcomerating	3	high_cue	med_stim	104.48	Strongest sensation of any kind	104.48	Strongest sensation of any kind	1.58	1.38	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
108.99	1.0	pain	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/scl/l049.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
110.89	1.53	pain	expectrating	4	low_cue	n/a	68.88	Very Strong	68.88	Very Strong	0.38	1.15	task-social/cue/runtype-pain/scl/l049.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
118.38	12.819999999999993	pain	stimulus	4	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	118.38	122.39	127.39	131.2	success	n/a	n/a	n/a
130.5	1.6	pain	outcomerating	4	low_cue	high_stim	100.14	Strongest sensation of any kind	100.14	Strongest sensation of any kind	0.38	1.15	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
145.1	1.57	pain	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/sch/h047.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
146.8	1.64	pain	expectrating	5	high_cue	n/a	132.06	Strongest sensation of any kind	132.06	Strongest sensation of any kind	0.23	1.4	task-social/cue/runtype-pain/sch/h047.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
153.37	12.370000000000005	pain	stimulus	5	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	153.37	157.13	162.13	165.74	success	n/a	n/a	n/a
166.5	1.67	pain	outcomerating	5	high_cue	med_stim	92.07	Very Strong	92.07	Very Strong	0.23	1.4	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
171.4	1.5	pain	cue	6	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/scl/l004.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
174.5	2.13	pain	expectrating	6	low_cue	n/a	50.73	Strong	50.73	Strong	0.32	1.82	task-social/cue/runtype-pain/scl/l004.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
180.75	12.819999999999993	pain	stimulus	6	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	180.75	184.76	189.76	193.57	success	n/a	n/a	n/a
194.49	2.65	pain	outcomerating	6	low_cue	high_stim	127.98	Strongest sensation of any kind	127.98	Strongest sensation of any kind	0.32	1.82	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
199.79	1.0	pain	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/scl/l038.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
202.79	1.78	pain	expectrating	7	low_cue	n/a	67.34	Very Strong	67.34	Very Strong	0.48	1.3	task-social/cue/runtype-pain/scl/l038.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
216.21	11.900000000000006	pain	stimulus	7	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	216.21	219.71	224.71	228.11	success	n/a	n/a	n/a
231.1	2.61	pain	outcomerating	7	low_cue	low_stim	49.9	Strong	49.9	Strong	0.48	1.3	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
236.79	1.0	pain	cue	8	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/sch/h015.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
238.49	2.85	pain	expectrating	8	high_cue	n/a	114.15	Strongest sensation of any kind	114.15	Strongest sensation of any kind	0.88	1.97	task-social/cue/runtype-pain/sch/h015.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
243.33	12.819999999999965	pain	stimulus	8	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	243.33	247.34	252.34	256.15	success	n/a	n/a	n/a
255.5	1.9	pain	outcomerating	8	high_cue	high_stim	123.82	Strongest sensation of any kind	123.82	Strongest sensation of any kind	0.88	1.97	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
264.2	1.0	pain	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/sch/h039.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
267.2	2.71	pain	expectrating	9	high_cue	n/a	118.25	Strongest sensation of any kind	118.25	Strongest sensation of any kind	0.83	1.88	task-social/cue/runtype-pain/sch/h039.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
277.55	12.819999999999993	pain	stimulus	9	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	277.55	281.56	286.56	290.37	success	n/a	n/a	n/a
290.49	1.8	pain	outcomerating	9	high_cue	high_stim	121.08	Strongest sensation of any kind	121.08	Strongest sensation of any kind	0.83	1.88	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
298.39	1.0	pain	cue	10	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/sch/h028.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
301.2	2.57	pain	expectrating	10	high_cue	n/a	121.52	Strongest sensation of any kind	121.52	Strongest sensation of any kind	1.12	1.45	task-social/cue/runtype-pain/sch/h028.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
319.93	11.899999999999977	pain	stimulus	10	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	319.93	323.43	328.43	331.83	success	n/a	n/a	n/a
331.09	2.1	pain	outcomerating	10	high_cue	low_stim	63.75	Strong	63.75	Strong	1.12	1.45	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
335.99	1.32	pain	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/sch/h009.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
338.89	2.03	pain	expectrating	11	high_cue	n/a	122.64	Strongest sensation of any kind	122.64	Strongest sensation of any kind	0.73	1.3	task-social/cue/runtype-pain/sch/h009.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
343.71	11.910000000000025	pain	stimulus	11	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	343.71	347.21	352.21	355.61	success	n/a	n/a	n/a
359.4	1.53	pain	outcomerating	11	high_cue	low_stim	109.9	Strongest sensation of any kind	109.9	Strongest sensation of any kind	0.73	1.3	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
366.99	1.0	pain	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/scl/l007.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
368.9	2.29	pain	expectrating	12	low_cue	n/a	58.09	Strong	58.09	Strong	0.32	1.97	task-social/cue/runtype-pain/scl/l007.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
380.54	12.359999999999957	pain	stimulus	12	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	380.54	384.3	389.3	392.91	success	n/a	n/a	n/a
394.5	1.5	pain	outcomerating	12	low_cue	med_stim	91.61	Very Strong	91.61	Very Strong	0.32	1.97	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
