onset	duration	subtask_type	event_type	value	response_accuracy	stim_file	trial_index
14.81	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/5b_story.txt	1
25.781	3.002	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/5b_question.txt	1
44.321	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/5p_story.txt	2
55.292	2.948	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/5p_question.txt	2
73.816	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/2p_story.txt	3
84.803	5.904	tomsaxe	response	falsephoto	incorrect	task-fractional/runtype-tomsaxe/2p_question.txt	3
103.327	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/2b_story.txt	4
114.314	5.831	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/2b_question.txt	4
132.854	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/1p_story.txt	5
143.825	6.017	tomsaxe	response	falsephoto	incorrect	task-fractional/runtype-tomsaxe/1p_question.txt	5
162.399	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/1b_story.txt	6
173.386	5.009	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/1b_question.txt	6
191.91	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/9p_story.txt	7
202.897	2.67	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/9p_question.txt	7
221.421	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/9b_story.txt	8
232.408	3.442	tomsaxe	response	falsebelief	incorrect	task-fractional/runtype-tomsaxe/9b_question.txt	8
250.932	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/6b_story.txt	9
261.919	3.998	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/6b_question.txt	9
280.443	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/6p_story.txt	10
291.43	3.673	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/6p_question.txt	10
309.954	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/10p_story.txt	11
320.941	2.752	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/10p_question.txt	11
339.465	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/10b_story.txt	12
350.452	1.84	tomsaxe	response	falsebelief	incorrect	task-fractional/runtype-tomsaxe/10b_question.txt	12
368.976	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/3p_story.txt	13
379.963	4.309	tomsaxe	response	falsephoto	incorrect	task-fractional/runtype-tomsaxe/3p_question.txt	13
398.487	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/3b_story.txt	14
409.474	2.18	tomsaxe	response	falsebelief	incorrect	task-fractional/runtype-tomsaxe/3b_question.txt	14
427.998	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/7b_story.txt	15
438.985	4.502	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/7b_question.txt	15
457.509	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/7p_story.txt	16
468.496	3.545	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/7p_question.txt	16
487.02	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/8p_story.txt	17
498.007	3.276	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/8p_question.txt	17
516.531	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/8b_story.txt	18
527.518	5.709	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/8b_question.txt	18
546.042	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/4p_story.txt	19
557.029	3.88	tomsaxe	response	falsephoto	incorrect	task-fractional/runtype-tomsaxe/4p_question.txt	19
575.553	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/4b_story.txt	20
586.54	2.601	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/4b_question.txt	20
