onset	duration	run_type	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file_TODO	pain_onset_ttl1	pain_onset_ttl2	pain_onset_ttl3	pain_onset_ttl4	pain_stimulus_delivery_success	cognitive_correct_response	cognitive_participant_response	cognitive_response_accuracy
8.08	1.0	pain	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/sch/h044.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
10.02	1.7	pain	expectrating	1	high_cue	n/a	107.26	Strongest sensation of any kind	107.26	Strongest sensation of any kind	0.33	1.37	task-social/cue/runtype-pain/sch/h044.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
21.37	11.900000000000002	pain	stimulus	1	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	21.37	24.87	29.87	33.27	success	n/a	n/a	n/a
39.6	3.37	pain	outcomerating	1	high_cue	low_stim	93.69	Very Strong	93.69	Very Strong	0.33	1.37	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
52.38	1.02	pain	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/scl/l015.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
55.0	2.2	pain	expectrating	2	low_cue	n/a	94.63	Very Strong	94.63	Very Strong	0.28	1.92	task-social/cue/runtype-pain/scl/l015.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
67.02	12.36	pain	stimulus	2	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	67.02	70.78	75.78	79.39	success	n/a	n/a	n/a
83.9	2.69	pain	outcomerating	2	low_cue	med_stim	84.83	Very Strong	84.83	Very Strong	0.28	1.92	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
93.2	0.98	pain	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/sch/h032.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
96.1	1.8	pain	expectrating	3	high_cue	n/a	95.92	Very Strong	95.92	Very Strong	0.32	1.48	task-social/cue/runtype-pain/sch/h032.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
103.64	12.819999999999993	pain	stimulus	3	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	103.64	107.65	112.65	116.46	success	n/a	n/a	n/a
116.39	1.73	pain	outcomerating	3	high_cue	high_stim	100.72	Strongest sensation of any kind	100.72	Strongest sensation of any kind	0.32	1.48	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
123.39	1.0	pain	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/scl/l021.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
126.7	2.02	pain	expectrating	4	low_cue	n/a	82.04	Very Strong	82.04	Very Strong	0.32	1.71	task-social/cue/runtype-pain/scl/l021.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
132.73	12.820000000000022	pain	stimulus	4	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	132.73	136.74	141.74	145.55	success	n/a	n/a	n/a
143.0	3.57	pain	outcomerating	4	low_cue	high_stim	92.08	Very Strong	92.08	Very Strong	0.32	1.71	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
151.3	0.98	pain	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/sch/h010.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
153.1	1.97	pain	expectrating	5	high_cue	n/a	96.67	Very Strong	96.67	Very Strong	0.25	1.72	task-social/cue/runtype-pain/sch/h010.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
165.12	11.909999999999997	pain	stimulus	5	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	165.12	168.62	173.62	177.02	success	n/a	n/a	n/a
177.7	1.65	pain	outcomerating	5	high_cue	low_stim	65.5	Very Strong	65.5	Very Strong	0.25	1.72	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
188.38	1.0	pain	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/sch/h004.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
190.49	1.38	pain	expectrating	6	high_cue	n/a	94.88	Very Strong	94.88	Very Strong	0.27	1.12	task-social/cue/runtype-pain/sch/h004.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
196.52	12.359999999999985	pain	stimulus	6	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	196.52	200.28	205.28	208.89	success	n/a	n/a	n/a
207.49	1.96	pain	outcomerating	6	high_cue	med_stim	93.92	Very Strong	93.92	Very Strong	0.27	1.12	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
218.2	1.0	pain	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/scl/l044.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
220.3	1.44	pain	expectrating	7	low_cue	n/a	95.78	Very Strong	95.78	Very Strong	0.12	1.32	task-social/cue/runtype-pain/scl/l044.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
228.23	12.820000000000022	pain	stimulus	7	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	228.23	232.24	237.24	241.05	success	n/a	n/a	n/a
239.19	3.38	pain	outcomerating	7	low_cue	high_stim	103.8	Strongest sensation of any kind	103.8	Strongest sensation of any kind	0.12	1.32	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
246.19	1.0	pain	cue	8	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/sch/h049.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
248.69	2.71	pain	expectrating	8	high_cue	n/a	94.69	Very Strong	94.69	Very Strong	0.25	2.46	task-social/cue/runtype-pain/sch/h049.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
255.75	12.370000000000005	pain	stimulus	8	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	255.75	259.51	264.51	268.12	success	n/a	n/a	n/a
268.3	1.95	pain	outcomerating	8	high_cue	med_stim	96.45	Very Strong	96.45	Very Strong	0.25	2.46	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
277.58	1.0	pain	cue	9	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/scl/l056.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
