onset	duration	subtask_type	event_type	value	response_accuracy	stim_file	trial_index
14.813	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/2b_story.txt	1
25.784	4.427	tomsaxe	response	falsebelief	correct	task-tomsaxe/2b_question.txt	1
44.324	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/2p_story.txt	2
55.311	5.959	tomsaxe	response	falsephoto	incorrect	task-tomsaxe/2p_question.txt	2
73.835	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/4p_story.txt	3
84.822	4.505	tomsaxe	response	falsephoto	correct	task-tomsaxe/4p_question.txt	3
103.346	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/4b_story.txt	4
114.333	4.616	tomsaxe	response	falsebelief	correct	task-tomsaxe/4b_question.txt	4
132.857	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/1p_story.txt	5
143.844	4.647	tomsaxe	response	falsephoto	correct	task-tomsaxe/1p_question.txt	5
162.368	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/1b_story.txt	6
173.355	4.875	tomsaxe	response	falsebelief	correct	task-tomsaxe/1b_question.txt	6
191.879	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/3p_story.txt	7
202.866	2.82	tomsaxe	response	falsephoto	correct	task-tomsaxe/3p_question.txt	7
221.39	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/3b_story.txt	8
232.378	3.968	tomsaxe	response	falsebelief	incorrect	task-tomsaxe/3b_question.txt	8
250.901	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/10b_story.txt	9
261.889	2.655	tomsaxe	response	falsebelief	correct	task-tomsaxe/10b_question.txt	9
280.412	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/10p_story.txt	10
291.4	4.596	tomsaxe	response	falsephoto	correct	task-tomsaxe/10p_question.txt	10
309.923	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/9p_story.txt	11
320.911	3.422	tomsaxe	response	falsephoto	correct	task-tomsaxe/9p_question.txt	11
339.434	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/9b_story.txt	12
350.422	4.708	tomsaxe	response	falsebelief	correct	task-tomsaxe/9b_question.txt	12
368.945	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/6p_story.txt	13
379.933	4.139	tomsaxe	response	falsephoto	correct	task-tomsaxe/6p_question.txt	13
398.456	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/6b_story.txt	14
409.444	4.568	tomsaxe	response	falsebelief	correct	task-tomsaxe/6b_question.txt	14
427.967	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/7b_story.txt	15
438.955	4.283	tomsaxe	response	falsebelief	correct	task-tomsaxe/7b_question.txt	15
457.478	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/7p_story.txt	16
468.466	2.231	tomsaxe	response	falsephoto	correct	task-tomsaxe/7p_question.txt	16
486.989	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/8p_story.txt	17
497.977	2.869	tomsaxe	response	falsephoto	correct	task-tomsaxe/8p_question.txt	17
516.5	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/8b_story.txt	18
527.488	4.457	tomsaxe	response	falsebelief	correct	task-tomsaxe/8b_question.txt	18
546.011	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/5p_story.txt	19
556.999	2.489	tomsaxe	response	falsephoto	correct	task-tomsaxe/5p_question.txt	19
575.522	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/5b_story.txt	20
586.51	2.523	tomsaxe	response	falsebelief	incorrect	task-tomsaxe/5b_question.txt	20
