onset	duration	subtask_type	event_type	value	response_accuracy	stim_file	trial_index
12.059	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/3b_story.txt	1
23.03	5.636	tomsaxe	response	falsebelief	incorrect	task-tomsaxe/3b_question.txt	1
41.57	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/3p_story.txt	2
52.541	4.368	tomsaxe	response	falsephoto	correct	task-tomsaxe/3p_question.txt	2
71.081	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/10p_story.txt	3
82.052	5.843	tomsaxe	response	falsephoto	incorrect	task-tomsaxe/10p_question.txt	3
100.576	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/10b_story.txt	4
111.563	4.318	tomsaxe	response	falsebelief	correct	task-tomsaxe/10b_question.txt	4
130.103	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/1p_story.txt	5
141.074	3.726	tomsaxe	response	falsephoto	incorrect	task-tomsaxe/1p_question.txt	5
159.614	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/1b_story.txt	6
170.585	5.025	tomsaxe	response	falsebelief	correct	task-tomsaxe/1b_question.txt	6
189.109	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/7p_story.txt	7
200.096	4.662	tomsaxe	response	falsephoto	incorrect	task-tomsaxe/7p_question.txt	7
218.62	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/7b_story.txt	8
229.607	n/a	tomsaxe	response	falsebelief	incorrect	task-tomsaxe/7b_question.txt	8
248.131	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/5b_story.txt	9
259.118	3.428	tomsaxe	response	falsebelief	incorrect	task-tomsaxe/5b_question.txt	9
277.642	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/5p_story.txt	10
288.629	3.853	tomsaxe	response	falsephoto	correct	task-tomsaxe/5p_question.txt	10
307.169	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/4p_story.txt	11
318.14	5.964	tomsaxe	response	falsephoto	correct	task-tomsaxe/4p_question.txt	11
336.664	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/4b_story.txt	12
347.651	5.188	tomsaxe	response	falsebelief	incorrect	task-tomsaxe/4b_question.txt	12
366.175	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/9p_story.txt	13
377.162	n/a	tomsaxe	response	falsephoto	incorrect	task-tomsaxe/9p_question.txt	13
395.686	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/9b_story.txt	14
406.673	n/a	tomsaxe	response	falsebelief	incorrect	task-tomsaxe/9b_question.txt	14
425.197	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/8b_story.txt	15
436.184	5.173	tomsaxe	response	falsebelief	incorrect	task-tomsaxe/8b_question.txt	15
454.708	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/8p_story.txt	16
465.695	3.914	tomsaxe	response	falsephoto	correct	task-tomsaxe/8p_question.txt	16
484.219	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/6p_story.txt	17
495.206	n/a	tomsaxe	response	falsephoto	incorrect	task-tomsaxe/6p_question.txt	17
513.73	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/6b_story.txt	18
524.717	5.128	tomsaxe	response	falsebelief	correct	task-tomsaxe/6b_question.txt	18
543.241	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/2p_story.txt	19
554.228	4.445	tomsaxe	response	falsephoto	incorrect	task-tomsaxe/2p_question.txt	19
572.768	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/2b_story.txt	20
583.739	5.771	tomsaxe	response	falsebelief	incorrect	task-tomsaxe/2b_question.txt	20
