onset	duration	subtask_type	event_type	value	response_accuracy	stim_file	trial_index
14.799	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/4b_story.txt	1
25.77	4.123	tomsaxe	response	falsebelief	correct	task-tomsaxe/4b_question.txt	1
44.31	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/4p_story.txt	2
55.281	3.042	tomsaxe	response	falsephoto	correct	task-tomsaxe/4p_question.txt	2
73.805	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/1p_story.txt	3
84.792	4.021	tomsaxe	response	falsephoto	correct	task-tomsaxe/1p_question.txt	3
103.332	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/1b_story.txt	4
114.303	4.407	tomsaxe	response	falsebelief	incorrect	task-tomsaxe/1b_question.txt	4
132.827	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/6p_story.txt	5
143.814	3.297	tomsaxe	response	falsephoto	correct	task-tomsaxe/6p_question.txt	5
162.338	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/6b_story.txt	6
173.342	4.147	tomsaxe	response	falsebelief	correct	task-tomsaxe/6b_question.txt	6
191.865	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/3p_story.txt	7
202.853	2.431	tomsaxe	response	falsephoto	correct	task-tomsaxe/3p_question.txt	7
221.376	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/3b_story.txt	8
232.364	3.685	tomsaxe	response	falsebelief	correct	task-tomsaxe/3b_question.txt	8
250.904	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/8b_story.txt	9
261.891	4.208	tomsaxe	response	falsebelief	incorrect	task-tomsaxe/8b_question.txt	9
280.415	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/8p_story.txt	10
291.402	2.393	tomsaxe	response	falsephoto	correct	task-tomsaxe/8p_question.txt	10
309.926	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/7p_story.txt	11
320.913	2.183	tomsaxe	response	falsephoto	correct	task-tomsaxe/7p_question.txt	11
339.437	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/7b_story.txt	12
350.424	2.422	tomsaxe	response	falsebelief	correct	task-tomsaxe/7b_question.txt	12
368.948	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/10p_story.txt	13
379.935	2.638	tomsaxe	response	falsephoto	incorrect	task-tomsaxe/10p_question.txt	13
398.459	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/10b_story.txt	14
409.446	2.207	tomsaxe	response	falsebelief	correct	task-tomsaxe/10b_question.txt	14
427.97	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/9b_story.txt	15
438.957	2.973	tomsaxe	response	falsebelief	correct	task-tomsaxe/9b_question.txt	15
457.481	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/9p_story.txt	16
468.468	4.954	tomsaxe	response	falsephoto	correct	task-tomsaxe/9p_question.txt	16
486.992	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/5p_story.txt	17
497.979	2.691	tomsaxe	response	falsephoto	correct	task-tomsaxe/5p_question.txt	17
516.503	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/5b_story.txt	18
527.49	3.484	tomsaxe	response	falsebelief	incorrect	task-tomsaxe/5b_question.txt	18
546.014	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/2p_story.txt	19
557.001	4.798	tomsaxe	response	falsephoto	correct	task-tomsaxe/2p_question.txt	19
575.525	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/2b_story.txt	20
586.512	4.05	tomsaxe	response	falsebelief	correct	task-tomsaxe/2b_question.txt	20
