onset	duration	run_type	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	pain_onset_ttl1	pain_onset_ttl2	pain_onset_ttl3	pain_onset_ttl4	pain_stimulus_delivery_success	cognitive_correct_response	cognitive_participant_response	cognitive_response_accuracy
3.4	1.08	pain	cue	1	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/scl/l022.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
6.12	2.45	pain	expectrating	1	low_cue	n/a	48.41	Strong	48.41	Strong	0.08	2.37	task-social/cue/runtype-pain/scl/l022.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
16.6	12.82	pain	stimulus	1	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	16.6	20.61	25.61	29.42	success	n/a	n/a	n/a
32.6	2.5	pain	outcomerating	1	low_cue	high_stim	63.54	Strong	63.54	Strong	0.08	2.37	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
46.0	1.0	pain	cue	2	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/sch/h047.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
49.1	1.8	pain	expectrating	2	high_cue	n/a	78.32	Very Strong	78.32	Very Strong	0.38	1.42	task-social/cue/runtype-pain/sch/h047.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
57.65	12.360000000000007	pain	stimulus	2	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	57.65	61.41	66.41	70.02	success	n/a	n/a	n/a
76.0	1.87	pain	outcomerating	2	high_cue	med_stim	30.44	Strong	30.44	Strong	0.38	1.42	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
80.7	1.0	pain	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/scl/l014.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
83.8	3.02	pain	expectrating	3	low_cue	n/a	43.86	Strong	43.86	Strong	0.03	2.98	task-social/cue/runtype-pain/scl/l014.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
88.32	11.900000000000006	pain	stimulus	3	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	88.32	91.82	96.82	100.22	success	n/a	n/a	n/a
97.8	2.57	pain	outcomerating	3	low_cue	low_stim	17.71	Moderate	17.71	Moderate	0.03	2.98	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
110.29	1.0	pain	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/scl/l042.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
111.79	2.49	pain	expectrating	4	low_cue	n/a	41.14	Strong	41.14	Strong	0.05	2.44	task-social/cue/runtype-pain/scl/l042.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
116.64	11.899999999999991	pain	stimulus	4	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	116.64	120.14	125.14	128.54	success	n/a	n/a	n/a
