onset	duration	subtask_type	event_type	value	response_accuracy	stim_file	trial_index
14.799	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/3b_story.txt	1
25.77	3.88	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/3b_question.txt	1
44.31	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/3p_story.txt	2
55.281	2.81	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/3p_question.txt	2
73.805	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/10p_story.txt	3
84.792	2.708	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/10p_question.txt	3
103.332	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/10b_story.txt	4
114.32	4.782	tomsaxe	response	falsebelief	incorrect	task-fractional/runtype-tomsaxe/10b_question.txt	4
132.843	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/1p_story.txt	5
143.831	5.778	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/1p_question.txt	5
162.354	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/1b_story.txt	6
173.358	5.004	tomsaxe	response	falsebelief	incorrect	task-fractional/runtype-tomsaxe/1b_question.txt	6
191.882	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/7p_story.txt	7
202.869	1.662	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/7p_question.txt	7
221.393	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/7b_story.txt	8
232.38	4.382	tomsaxe	response	falsebelief	incorrect	task-fractional/runtype-tomsaxe/7b_question.txt	8
250.904	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/5b_story.txt	9
261.891	4.675	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/5b_question.txt	9
280.415	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/5p_story.txt	10
291.402	2.051	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/5p_question.txt	10
309.926	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/4p_story.txt	11
320.913	4.975	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/4p_question.txt	11
339.437	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/4b_story.txt	12
350.424	3.148	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/4b_question.txt	12
368.948	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/9p_story.txt	13
379.935	3.249	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/9p_question.txt	13
398.459	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/9b_story.txt	14
409.446	3.143	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/9b_question.txt	14
427.97	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/8b_story.txt	15
438.957	3.096	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/8b_question.txt	15
457.481	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/8p_story.txt	16
468.485	3.283	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/8p_question.txt	16
487.009	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/6p_story.txt	17
497.996	3.398	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/6p_question.txt	17
516.52	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/6b_story.txt	18
527.507	3.316	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/6b_question.txt	18
546.031	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/2p_story.txt	19
557.018	3.344	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/2p_question.txt	19
575.558	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/2b_story.txt	20
586.529	3.329	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/2b_question.txt	20
