onset	duration	subtask_type	event_type	value	response_accuracy	stim_file	trial_index
14.832	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/4b_story.txt	1
25.803	3.951	tomsaxe	response	falsebelief	correct	task-tomsaxe/4b_question.txt	1
44.344	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/4p_story.txt	2
55.314	n/a	tomsaxe	response	falsephoto	incorrect	task-tomsaxe/4p_question.txt	2
73.838	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/1p_story.txt	3
84.826	4.111	tomsaxe	response	falsephoto	incorrect	task-tomsaxe/1p_question.txt	3
103.366	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/1b_story.txt	4
114.337	n/a	tomsaxe	response	falsebelief	incorrect	task-tomsaxe/1b_question.txt	4
132.86	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/6p_story.txt	5
143.848	4.309	tomsaxe	response	falsephoto	correct	task-tomsaxe/6p_question.txt	5
162.371	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/6b_story.txt	6
173.359	4.313	tomsaxe	response	falsebelief	correct	task-tomsaxe/6b_question.txt	6
191.883	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/3p_story.txt	7
202.87	2.753	tomsaxe	response	falsephoto	correct	task-tomsaxe/3p_question.txt	7
221.394	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/3b_story.txt	8
232.381	2.838	tomsaxe	response	falsebelief	correct	task-tomsaxe/3b_question.txt	8
250.905	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/8b_story.txt	9
261.892	3.586	tomsaxe	response	falsebelief	correct	task-tomsaxe/8b_question.txt	9
280.416	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/8p_story.txt	10
291.403	2.567	tomsaxe	response	falsephoto	correct	task-tomsaxe/8p_question.txt	10
309.927	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/7p_story.txt	11
320.915	3.323	tomsaxe	response	falsephoto	correct	task-tomsaxe/7p_question.txt	11
339.438	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/7b_story.txt	12
350.426	4.452	tomsaxe	response	falsebelief	correct	task-tomsaxe/7b_question.txt	12
368.949	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/10p_story.txt	13
379.937	5.008	tomsaxe	response	falsephoto	correct	task-tomsaxe/10p_question.txt	13
398.46	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/10b_story.txt	14
409.448	n/a	tomsaxe	response	falsebelief	incorrect	task-tomsaxe/10b_question.txt	14
427.972	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/9b_story.txt	15
438.959	4.572	tomsaxe	response	falsebelief	correct	task-tomsaxe/9b_question.txt	15
457.499	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/9p_story.txt	16
468.47	n/a	tomsaxe	response	falsephoto	incorrect	task-tomsaxe/9p_question.txt	16
486.994	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/5p_story.txt	17
497.981	2.325	tomsaxe	response	falsephoto	correct	task-tomsaxe/5p_question.txt	17
516.505	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/5b_story.txt	18
527.492	4.882	tomsaxe	response	falsebelief	correct	task-tomsaxe/5b_question.txt	18
546.016	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/2p_story.txt	19
557.004	4.715	tomsaxe	response	falsephoto	correct	task-tomsaxe/2p_question.txt	19
575.527	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/2b_story.txt	20
586.515	3.782	tomsaxe	response	falsebelief	correct	task-tomsaxe/2b_question.txt	20
