filename,acq_time,operator,randstr,task-social_runtype,task-fractional_runtype
fmap/sub-0052_ses-04_acq-mb8_dir-ap_run-01_epi.nii.gz,1919-04-16T12:30:06.310000,,b6924199,,n/a
fmap/sub-0052_ses-04_acq-mb8_dir-pa_run-01_epi.nii.gz,1919-04-16T12:30:30.337500,,8d9e8a47,,n/a
func/sub-0052_ses-04_task-fractional_acq-mb8_run-01_sbref.nii.gz,1919-04-16T12:31:42.642500,,92fd0ae8,,memory
func/sub-0052_ses-04_task-fractional_acq-mb8_run-01_bold.nii.gz,1919-04-16T12:31:49.542500,,3433b4e4,,memory
func/sub-0052_ses-04_task-fractional_acq-mb8_run-02_sbref.nii.gz,1919-04-16T12:42:33.337500,,cfb00b1c,,tomspunt
func/sub-0052_ses-04_task-fractional_acq-mb8_run-02_bold.nii.gz,1919-04-16T12:42:40.237500,,0d413754,,tomspunt
func/sub-0052_ses-04_task-social_acq-mb8_run-01_sbref.nii.gz,1919-04-16T12:55:12.810000,,5c6f2029,vicarious,n/a
func/sub-0052_ses-04_task-social_acq-mb8_run-01_bold.nii.gz,1919-04-16T12:55:19.710000,,7ba6ba20,vicarious,n/a
func/sub-0052_ses-04_task-social_acq-mb8_run-02_sbref.nii.gz,1919-04-16T13:02:10.465000,,599bf552,cognitive,n/a
func/sub-0052_ses-04_task-social_acq-mb8_run-02_bold.nii.gz,1919-04-16T13:02:17.365000,,51012fa7,cognitive,n/a
func/sub-0052_ses-04_task-social_acq-mb8_run-03_sbref.nii.gz,1919-04-16T13:11:14.500000,,8da4e130,pain,n/a
func/sub-0052_ses-04_task-social_acq-mb8_run-03_bold.nii.gz,1919-04-16T13:11:21.400000,,342e1a8b,pain,n/a
func/sub-0052_ses-04_task-social_acq-mb8_run-04_sbref.nii.gz,1919-04-16T13:19:12.050000,,13e9cead,pain,n/a
func/sub-0052_ses-04_task-social_acq-mb8_run-04_bold.nii.gz,1919-04-16T13:19:18.950000,,6b5b7777,pain,n/a
func/sub-0052_ses-04_task-social_acq-mb8_run-05_sbref.nii.gz,1919-04-16T13:27:09.147500,,f4dbdf0a,cognitive,n/a
func/sub-0052_ses-04_task-social_acq-mb8_run-05_bold.nii.gz,1919-04-16T13:27:16.047500,,544d4200,cognitive,n/a
func/sub-0052_ses-04_task-social_acq-mb8_run-06_sbref.nii.gz,1919-04-16T13:34:10.952500,,419c84d8,vicarious,n/a
func/sub-0052_ses-04_task-social_acq-mb8_run-06_bold.nii.gz,1919-04-16T13:34:17.852500,,d0295591,vicarious,n/a
fmap/sub-0052_ses-04_acq-mb8_dir-ap_run-02_epi.nii.gz,1919-04-16T13:42:02.505000,,418f3aa6,,n/a
fmap/sub-0052_ses-04_acq-mb8_dir-pa_run-02_epi.nii.gz,1919-04-16T13:42:26.340000,,daaa44c8,,n/a
func/sub-0052_ses-04_task-alignvideo_acq-mb8_run-01_sbref.nii.gz,1919-04-16T13:43:16.262500,,cd8ca29b,,n/a
func/sub-0052_ses-04_task-alignvideo_acq-mb8_run-01_bold.nii.gz,1919-04-16T13:43:23.162500,,ef61fd60,,n/a
func/sub-0052_ses-04_task-alignvideo_acq-mb8_run-02_sbref.nii.gz,1919-04-16T13:53:17.367500,,c6e78034,,n/a
func/sub-0052_ses-04_task-alignvideo_acq-mb8_run-02_bold.nii.gz,1919-04-16T13:53:24.267500,,8247a6a1,,n/a
