onset	duration	subtask_type	event_type	value	response_accuracy	stim_file	trial_index
14.82	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/5b_story.txt	1
25.791	3.321	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/5b_question.txt	1
44.331	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/5p_story.txt	2
55.302	3.298	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/5p_question.txt	2
73.826	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/6p_story.txt	3
84.813	5.787	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/6p_question.txt	3
103.337	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/6b_story.txt	4
114.324	3.354	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/6b_question.txt	4
132.848	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/9p_story.txt	5
143.835	6.205	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/9p_question.txt	5
162.592	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/9b_story.txt	6
173.58	2.716	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/9b_question.txt	6
192.103	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/10p_story.txt	7
203.091	3.318	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/10p_question.txt	7
221.614	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/10b_story.txt	8
232.602	2.675	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/10b_question.txt	8
251.125	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/4b_story.txt	9
262.113	2.566	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/4b_question.txt	9
280.636	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/4p_story.txt	10
291.624	4.415	tomsaxe	response	falsephoto	incorrect	task-fractional/runtype-tomsaxe/4p_question.txt	10
310.147	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/1p_story.txt	11
321.135	5.154	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/1p_question.txt	11
339.658	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/1b_story.txt	12
350.646	4.123	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/1b_question.txt	12
369.169	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/8p_story.txt	13
380.157	3.768	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/8p_question.txt	13
398.68	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/8b_story.txt	14
409.668	3.878	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/8b_question.txt	14
428.191	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/7b_story.txt	15
439.179	2.662	tomsaxe	response	falsebelief	incorrect	task-fractional/runtype-tomsaxe/7b_question.txt	15
457.702	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/7p_story.txt	16
468.69	2.159	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/7p_question.txt	16
487.213	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/3p_story.txt	17
498.201	2.417	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/3p_question.txt	17
516.724	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/3b_story.txt	18
527.712	3.628	tomsaxe	response	falsebelief	incorrect	task-fractional/runtype-tomsaxe/3b_question.txt	18
546.235	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/2p_story.txt	19
557.223	5.588	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/2p_question.txt	19
575.746	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/2b_story.txt	20
586.734	2.799	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/2b_question.txt	20
