filename	acq_time	operator	randstr	task-social_runtype	task-fractional_runtype
fmap/sub-0004_ses-04_acq-mb8_dir-ap_run-01_epi.nii.gz	1918-10-08T08:39:15.915000	n/a	5c243604	n/a	n/a
fmap/sub-0004_ses-04_acq-mb8_dir-pa_run-01_epi.nii.gz	1918-10-08T08:39:39.370000	n/a	ba9b4d4f	n/a	n/a
func/sub-0004_ses-04_task-fractional_acq-mb8_run-01_sbref.nii.gz	1918-10-08T08:45:29.900000	n/a	3aa4d248	n/a	tomsaxe
func/sub-0004_ses-04_task-fractional_acq-mb8_run-01_bold.nii.gz	1918-10-08T08:45:36.800000	n/a	544db9d7	n/a	tomsaxe
func/sub-0004_ses-04_task-fractional_acq-mb8_run-02_sbref.nii.gz	1918-10-08T08:56:04.457500	n/a	85406ea0	n/a	memory
func/sub-0004_ses-04_task-fractional_acq-mb8_run-02_bold.nii.gz	1918-10-08T08:56:11.357500	n/a	1f627ac4	n/a	memory
fmap/sub-0004_ses-04_acq-mb8_dir-ap_run-07_epi.nii.gz	1918-10-08T10:05:40.152500	n/a	dc39e965	n/a	n/a
fmap/sub-0004_ses-04_acq-mb8_dir-pa_run-07_epi.nii.gz	1918-10-08T10:06:04.367500	n/a	00c3e1ee	n/a	n/a
func/sub-0004_ses-04_task-alignvideo_acq-mb8_run-01_sbref.nii.gz	1918-10-08T10:11:08.555000	n/a	35b5aedf	n/a	n/a
func/sub-0004_ses-04_task-alignvideo_acq-mb8_run-01_bold.nii.gz	1918-10-08T10:11:15.455000	n/a	37e5b43e	n/a	n/a
func/sub-0004_ses-04_task-alignvideo_acq-mb8_run-02_sbref.nii.gz	1918-10-08T10:21:08.175000	n/a	65461f0f	n/a	n/a
func/sub-0004_ses-04_task-alignvideo_acq-mb8_run-02_bold.nii.gz	1918-10-08T10:21:15.075000	n/a	eb7e96be	n/a	n/a
