onset	duration	subtask_type	event_type	value	response_accuracy	stim_file	trial_index
12.038	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/2b_story.txt	1
23.009	4.206	tomsaxe	response	falsebelief	correct	task-tomsaxe/2b_question.txt	1
41.549	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/2p_story.txt	2
52.52	5.176	tomsaxe	response	falsephoto	incorrect	task-tomsaxe/2p_question.txt	2
71.044	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/4p_story.txt	3
82.031	3.81	tomsaxe	response	falsephoto	correct	task-tomsaxe/4p_question.txt	3
100.571	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/4b_story.txt	4
111.559	6.492	tomsaxe	response	falsebelief	incorrect	task-tomsaxe/4b_question.txt	4
130.616	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/1p_story.txt	5
141.586	4.991	tomsaxe	response	falsephoto	correct	task-tomsaxe/1p_question.txt	5
160.11	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/1b_story.txt	6
171.114	3.292	tomsaxe	response	falsebelief	correct	task-tomsaxe/1b_question.txt	6
189.638	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/3p_story.txt	7
200.625	2.786	tomsaxe	response	falsephoto	correct	task-tomsaxe/3p_question.txt	7
219.149	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/3b_story.txt	8
230.136	3.33	tomsaxe	response	falsebelief	correct	task-tomsaxe/3b_question.txt	8
248.66	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/10b_story.txt	9
259.647	2.954	tomsaxe	response	falsebelief	correct	task-tomsaxe/10b_question.txt	9
278.171	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/10p_story.txt	10
289.158	2.729	tomsaxe	response	falsephoto	correct	task-tomsaxe/10p_question.txt	10
307.682	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/9p_story.txt	11
318.669	4.313	tomsaxe	response	falsephoto	correct	task-tomsaxe/9p_question.txt	11
337.193	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/9b_story.txt	12
348.18	3.653	tomsaxe	response	falsebelief	correct	task-tomsaxe/9b_question.txt	12
366.704	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/6p_story.txt	13
377.691	3.04	tomsaxe	response	falsephoto	correct	task-tomsaxe/6p_question.txt	13
396.215	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/6b_story.txt	14
407.202	3.393	tomsaxe	response	falsebelief	correct	task-tomsaxe/6b_question.txt	14
425.726	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/7b_story.txt	15
436.713	3.975	tomsaxe	response	falsebelief	correct	task-tomsaxe/7b_question.txt	15
455.237	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/7p_story.txt	16
466.224	2.326	tomsaxe	response	falsephoto	correct	task-tomsaxe/7p_question.txt	16
484.748	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/8p_story.txt	17
495.735	2.458	tomsaxe	response	falsephoto	correct	task-tomsaxe/8p_question.txt	17
514.259	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/8b_story.txt	18
525.246	4.999	tomsaxe	response	falsebelief	incorrect	task-tomsaxe/8b_question.txt	18
543.77	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/5p_story.txt	19
554.757	1.916	tomsaxe	response	falsephoto	correct	task-tomsaxe/5p_question.txt	19
573.281	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/5b_story.txt	20
584.268	3.087	tomsaxe	response	falsebelief	correct	task-tomsaxe/5b_question.txt	20
