onset	duration	subtask_type	event_type	value	response_accuracy	stim_file	trial_index
14.811	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/4b_story.txt	1
25.782	4.363	tomsaxe	response	falsebelief	incorrect	task-fractional/runtype-tomsaxe/4b_question.txt	1
44.322	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/4p_story.txt	2
55.293	3.612	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/4p_question.txt	2
73.817	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/1p_story.txt	3
84.804	4.718	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/1p_question.txt	3
103.328	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/1b_story.txt	4
114.315	4.718	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/1b_question.txt	4
132.839	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/6p_story.txt	5
143.826	4.003	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/6p_question.txt	5
162.35	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/6b_story.txt	6
173.337	4.06	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/6b_question.txt	6
191.861	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/3p_story.txt	7
202.848	4.058	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/3p_question.txt	7
221.372	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/3b_story.txt	8
232.359	5.653	tomsaxe	response	falsebelief	incorrect	task-fractional/runtype-tomsaxe/3b_question.txt	8
250.883	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/8b_story.txt	9
261.87	4.237	tomsaxe	response	falsebelief	incorrect	task-fractional/runtype-tomsaxe/8b_question.txt	9
280.394	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/8p_story.txt	10
291.381	3.334	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/8p_question.txt	10
309.905	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/7p_story.txt	11
320.892	2.46	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/7p_question.txt	11
339.416	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/7b_story.txt	12
350.403	4.806	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/7b_question.txt	12
368.927	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/10p_story.txt	13
379.914	5.945	tomsaxe	response	falsephoto	incorrect	task-fractional/runtype-tomsaxe/10p_question.txt	13
398.438	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/10b_story.txt	14
409.425	4.27	tomsaxe	response	falsebelief	incorrect	task-fractional/runtype-tomsaxe/10b_question.txt	14
427.949	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/9b_story.txt	15
438.936	4.459	tomsaxe	response	falsebelief	incorrect	task-fractional/runtype-tomsaxe/9b_question.txt	15
457.46	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/9p_story.txt	16
468.447	4.63	tomsaxe	response	falsephoto	incorrect	task-fractional/runtype-tomsaxe/9p_question.txt	16
486.971	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/5p_story.txt	17
497.958	3.043	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/5p_question.txt	17
516.482	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/5b_story.txt	18
527.469	4.797	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/5b_question.txt	18
545.993	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/2p_story.txt	19
556.98	n/a	tomsaxe	response	falsephoto	incorrect	task-fractional/runtype-tomsaxe/2p_question.txt	19
575.52	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/2b_story.txt	20
586.491	5.957	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/2b_question.txt	20
