onset	duration	run_type	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	pain_onset_ttl1	pain_onset_ttl2	pain_onset_ttl3	pain_onset_ttl4	pain_stimulus_delivery_success	cognitive_correct_response	cognitive_participant_response	cognitive_response_accuracy
3.92	0.98	pain	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/sch/h032.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
6.12	1.79	pain	expectrating	1	high_cue	n/a	107.71	Strongest sensation of any kind	107.71	Strongest sensation of any kind	0.58	1.21	task-social/cue/runtype-pain/sch/h032.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
14.83	11.909999999999998	pain	stimulus	1	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	14.83	18.33	23.33	26.73	success	n/a	n/a	n/a
29.01	2.38	pain	outcomerating	1	high_cue	low_stim	130.43	Strongest sensation of any kind	130.43	Strongest sensation of any kind	0.33	2.05	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
33.61	1.0	pain	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/scl/l014.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
36.01	1.57	pain	expectrating	2	low_cue	n/a	104.2	Strongest sensation of any kind	104.2	Strongest sensation of any kind	0.3	1.27	task-social/cue/runtype-pain/scl/l014.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
47.83	12.370000000000005	pain	stimulus	2	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	47.83	51.59	56.59	60.2	success	n/a	n/a	n/a
59.91	2.44	pain	outcomerating	2	low_cue	med_stim	145.61	Strongest sensation of any kind	145.61	Strongest sensation of any kind	0.45	1.99	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
65.11	1.0	pain	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/sch/h033.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
67.31	1.74	pain	expectrating	3	high_cue	n/a	99.46	Strongest sensation of any kind	99.46	Strongest sensation of any kind	0.2	1.54	task-social/cue/runtype-pain/sch/h033.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
71.99	11.91000000000001	pain	stimulus	3	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	71.99	75.49	80.49	83.89	success	n/a	n/a	n/a
82.42	2.07	pain	outcomerating	3	high_cue	low_stim	112.66	Strongest sensation of any kind	112.66	Strongest sensation of any kind	0.42	1.65	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
87.52	0.98	pain	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/scl/l023.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
91.02	2.0	pain	expectrating	4	low_cue	n/a	135.49	Strongest sensation of any kind	135.49	Strongest sensation of any kind	0.07	1.93	task-social/cue/runtype-pain/scl/l023.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
104.05	12.36	pain	stimulus	4	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	104.05	107.81	112.81	116.42	success	n/a	n/a	n/a
119.21	2.0	pain	outcomerating	4	low_cue	med_stim	128.51	Strongest sensation of any kind	128.51	Strongest sensation of any kind	0.43	1.57	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
124.32	1.0	pain	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/sch/h017.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
126.02	2.0	pain	expectrating	5	high_cue	n/a	108.43	Strongest sensation of any kind	108.43	Strongest sensation of any kind	0.35	1.65	task-social/cue/runtype-pain/sch/h017.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
130.64	12.830000000000013	pain	stimulus	5	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	130.64	134.65	139.65	143.46	success	n/a	n/a	n/a
145.83	1.82	pain	outcomerating	5	high_cue	high_stim	134.84	Strongest sensation of any kind	134.84	Strongest sensation of any kind	0.05	1.77	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
150.41	1.0	pain	cue	6	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/scl/l028.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
153.91	1.87	pain	expectrating	6	low_cue	n/a	130.45	Strongest sensation of any kind	130.45	Strongest sensation of any kind	0.05	1.82	task-social/cue/runtype-pain/scl/l028.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
159.76	11.900000000000006	pain	stimulus	6	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	159.76	163.26	168.26	171.66	success	n/a	n/a	n/a
173.92	2.07	pain	outcomerating	6	low_cue	low_stim	108.07	Strongest sensation of any kind	108.07	Strongest sensation of any kind	0.45	1.62	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
183.51	1.0	pain	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/scl/l049.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
185.71	2.54	pain	expectrating	7	low_cue	n/a	123.24	Strongest sensation of any kind	123.24	Strongest sensation of any kind	0.43	2.11	task-social/cue/runtype-pain/scl/l049.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
