onset	duration	subtask_type	event_type	value	response_accuracy	stim_file	trial_index
12.042	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/2b_story.txt	1
23.013	2.181	tomsaxe	response	falsebelief	correct	task-tomsaxe/2b_question.txt	1
41.537	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/2p_story.txt	2
52.524	5.459	tomsaxe	response	falsephoto	correct	task-tomsaxe/2p_question.txt	2
71.064	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/4p_story.txt	3
82.035	4.158	tomsaxe	response	falsephoto	correct	task-tomsaxe/4p_question.txt	3
100.559	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/4b_story.txt	4
111.546	2.469	tomsaxe	response	falsebelief	correct	task-tomsaxe/4b_question.txt	4
130.07	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/1p_story.txt	5
141.057	3.234	tomsaxe	response	falsephoto	correct	task-tomsaxe/1p_question.txt	5
159.597	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/1b_story.txt	6
170.568	2.542	tomsaxe	response	falsebelief	correct	task-tomsaxe/1b_question.txt	6
189.092	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/3p_story.txt	7
200.079	2.849	tomsaxe	response	falsephoto	correct	task-tomsaxe/3p_question.txt	7
218.603	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/3b_story.txt	8
229.59	3.381	tomsaxe	response	falsebelief	correct	task-tomsaxe/3b_question.txt	8
248.114	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/10b_story.txt	9
259.101	2.639	tomsaxe	response	falsebelief	correct	task-tomsaxe/10b_question.txt	9
277.625	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/10p_story.txt	10
288.612	3.144	tomsaxe	response	falsephoto	correct	task-tomsaxe/10p_question.txt	10
307.136	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/9p_story.txt	11
318.123	2.739	tomsaxe	response	falsephoto	correct	task-tomsaxe/9p_question.txt	11
336.647	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/9b_story.txt	12
347.634	2.678	tomsaxe	response	falsebelief	correct	task-tomsaxe/9b_question.txt	12
366.158	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/6p_story.txt	13
377.145	3.161	tomsaxe	response	falsephoto	correct	task-tomsaxe/6p_question.txt	13
395.669	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/6b_story.txt	14
406.656	3.048	tomsaxe	response	falsebelief	correct	task-tomsaxe/6b_question.txt	14
425.196	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/7b_story.txt	15
436.167	3.561	tomsaxe	response	falsebelief	incorrect	task-tomsaxe/7b_question.txt	15
454.691	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/7p_story.txt	16
465.678	2.179	tomsaxe	response	falsephoto	correct	task-tomsaxe/7p_question.txt	16
484.202	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/8p_story.txt	17
495.189	1.971	tomsaxe	response	falsephoto	correct	task-tomsaxe/8p_question.txt	17
513.713	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/8b_story.txt	18
524.7	1.822	tomsaxe	response	falsebelief	correct	task-tomsaxe/8b_question.txt	18
543.224	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/5p_story.txt	19
554.211	5.268	tomsaxe	response	falsephoto	correct	task-tomsaxe/5p_question.txt	19
572.735	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/5b_story.txt	20
583.722	2.264	tomsaxe	response	falsebelief	incorrect	task-tomsaxe/5b_question.txt	20
