onset	duration	subtask_type	event_type	value	response_accuracy	stim_file	trial_index
14.811	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/3b_story.txt	1
25.782	5.261	tomsaxe	response	falsebelief	incorrect	task-fractional/runtype-tomsaxe/3b_question.txt	1
44.306	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/3p_story.txt	2
55.293	3.699	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/3p_question.txt	2
73.817	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/10p_story.txt	3
84.804	4.982	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/10p_question.txt	3
103.344	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/10b_story.txt	4
114.315	4.106	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/10b_question.txt	4
132.839	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/1p_story.txt	5
143.826	5.072	tomsaxe	response	falsephoto	incorrect	task-fractional/runtype-tomsaxe/1p_question.txt	5
162.35	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/1b_story.txt	6
173.337	3.635	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/1b_question.txt	6
191.861	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/7p_story.txt	7
202.848	2.207	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/7p_question.txt	7
221.372	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/7b_story.txt	8
232.359	4.869	tomsaxe	response	falsebelief	incorrect	task-fractional/runtype-tomsaxe/7b_question.txt	8
250.883	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/5b_story.txt	9
261.87	4.401	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/5b_question.txt	9
280.394	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/5p_story.txt	10
291.381	3.246	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/5p_question.txt	10
309.905	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/4p_story.txt	11
320.892	6.387	tomsaxe	response	falsephoto	incorrect	task-fractional/runtype-tomsaxe/4p_question.txt	11
339.832	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/4b_story.txt	12
350.82	4.349	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/4b_question.txt	12
369.36	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/9p_story.txt	13
380.331	n/a	tomsaxe	response	falsephoto	incorrect	task-fractional/runtype-tomsaxe/9p_question.txt	13
398.855	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/9b_story.txt	14
409.842	3.21	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/9b_question.txt	14
428.366	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/8b_story.txt	15
439.353	n/a	tomsaxe	response	falsebelief	incorrect	task-fractional/runtype-tomsaxe/8b_question.txt	15
457.877	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/8p_story.txt	16
468.864	2.197	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/8p_question.txt	16
487.388	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/6p_story.txt	17
498.375	4.804	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/6p_question.txt	17
516.899	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/6b_story.txt	18
527.886	3.226	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/6b_question.txt	18
546.426	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/2p_story.txt	19
557.397	4.316	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/2p_question.txt	19
575.921	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/2b_story.txt	20
586.908	4.564	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/2b_question.txt	20
