onset	duration	subtask_type	event_type	value	response_accuracy	stim_file	trial_index
14.818	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/2b_story.txt	1
25.789	2.963	tomsaxe	response	falsebelief	correct	task-tomsaxe/2b_question.txt	1
44.312	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/2p_story.txt	2
55.3	3.663	tomsaxe	response	falsephoto	incorrect	task-tomsaxe/2p_question.txt	2
73.84	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/4p_story.txt	3
84.827	4.838	tomsaxe	response	falsephoto	incorrect	task-tomsaxe/4p_question.txt	3
103.351	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/4b_story.txt	4
114.338	3.263	tomsaxe	response	falsebelief	correct	task-tomsaxe/4b_question.txt	4
132.862	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/1p_story.txt	5
143.849	3.561	tomsaxe	response	falsephoto	incorrect	task-tomsaxe/1p_question.txt	5
162.39	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/1b_story.txt	6
173.377	4.123	tomsaxe	response	falsebelief	correct	task-tomsaxe/1b_question.txt	6
191.901	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/3p_story.txt	7
202.888	4.571	tomsaxe	response	falsephoto	correct	task-tomsaxe/3p_question.txt	7
221.412	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/3b_story.txt	8
232.399	2.953	tomsaxe	response	falsebelief	correct	task-tomsaxe/3b_question.txt	8
250.923	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/10b_story.txt	9
261.91	3.104	tomsaxe	response	falsebelief	incorrect	task-tomsaxe/10b_question.txt	9
280.434	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/10p_story.txt	10
291.421	5.513	tomsaxe	response	falsephoto	incorrect	task-tomsaxe/10p_question.txt	10
309.945	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/9p_story.txt	11
320.932	4.845	tomsaxe	response	falsephoto	correct	task-tomsaxe/9p_question.txt	11
339.472	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/9b_story.txt	12
350.443	4.658	tomsaxe	response	falsebelief	correct	task-tomsaxe/9b_question.txt	12
368.967	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/6p_story.txt	13
379.954	3.995	tomsaxe	response	falsephoto	correct	task-tomsaxe/6p_question.txt	13
398.478	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/6b_story.txt	14
409.465	3.328	tomsaxe	response	falsebelief	incorrect	task-tomsaxe/6b_question.txt	14
427.989	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/7b_story.txt	15
438.976	n/a	tomsaxe	response	falsebelief	incorrect	task-tomsaxe/7b_question.txt	15
457.5	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/7p_story.txt	16
468.487	3.019	tomsaxe	response	falsephoto	incorrect	task-tomsaxe/7p_question.txt	16
487.011	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/8p_story.txt	17
497.998	3.117	tomsaxe	response	falsephoto	correct	task-tomsaxe/8p_question.txt	17
516.522	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/8b_story.txt	18
527.509	5.861	tomsaxe	response	falsebelief	incorrect	task-tomsaxe/8b_question.txt	18
546.033	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/5p_story.txt	19
557.02	3.1	tomsaxe	response	falsephoto	correct	task-tomsaxe/5p_question.txt	19
575.544	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/5b_story.txt	20
586.531	2.813	tomsaxe	response	falsebelief	incorrect	task-tomsaxe/5b_question.txt	20
