onset	duration	subtask_type	event_type	value	response_accuracy	stim_file	trial_index
12.045	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/5b_story.txt	1
23.016	2.777	tomsaxe	response	falsebelief	correct	task-tomsaxe/5b_question.txt	1
41.556	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/5p_story.txt	2
52.527	2.289	tomsaxe	response	falsephoto	correct	task-tomsaxe/5p_question.txt	2
71.051	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/2p_story.txt	3
82.038	2.926	tomsaxe	response	falsephoto	incorrect	task-tomsaxe/2p_question.txt	3
100.562	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/2b_story.txt	4
111.549	2.246	tomsaxe	response	falsebelief	correct	task-tomsaxe/2b_question.txt	4
130.073	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/1p_story.txt	5
141.06	3.368	tomsaxe	response	falsephoto	correct	task-tomsaxe/1p_question.txt	5
159.584	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/1b_story.txt	6
170.588	4.708	tomsaxe	response	falsebelief	correct	task-tomsaxe/1b_question.txt	6
189.111	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/9p_story.txt	7
200.099	2.473	tomsaxe	response	falsephoto	correct	task-tomsaxe/9p_question.txt	7
218.622	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/9b_story.txt	8
229.626	2.166	tomsaxe	response	falsebelief	correct	task-tomsaxe/9b_question.txt	8
248.15	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/6b_story.txt	9
259.137	2.762	tomsaxe	response	falsebelief	correct	task-tomsaxe/6b_question.txt	9
277.661	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/6p_story.txt	10
288.648	2.99	tomsaxe	response	falsephoto	correct	task-tomsaxe/6p_question.txt	10
307.172	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/10p_story.txt	11
318.159	2.997	tomsaxe	response	falsephoto	correct	task-tomsaxe/10p_question.txt	11
336.683	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/10b_story.txt	12
347.67	3.055	tomsaxe	response	falsebelief	correct	task-tomsaxe/10b_question.txt	12
366.194	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/3p_story.txt	13
377.181	1.771	tomsaxe	response	falsephoto	correct	task-tomsaxe/3p_question.txt	13
395.705	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/3b_story.txt	14
406.692	2.063	tomsaxe	response	falsebelief	correct	task-tomsaxe/3b_question.txt	14
425.216	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/7b_story.txt	15
436.203	5.555	tomsaxe	response	falsebelief	incorrect	task-tomsaxe/7b_question.txt	15
454.727	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/7p_story.txt	16
465.714	1.643	tomsaxe	response	falsephoto	correct	task-tomsaxe/7p_question.txt	16
484.238	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/8p_story.txt	17
495.225	1.516	tomsaxe	response	falsephoto	correct	task-tomsaxe/8p_question.txt	17
513.749	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/8b_story.txt	18
524.736	2.464	tomsaxe	response	falsebelief	correct	task-tomsaxe/8b_question.txt	18
543.26	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/4p_story.txt	19
554.247	2.998	tomsaxe	response	falsephoto	correct	task-tomsaxe/4p_question.txt	19
572.771	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/4b_story.txt	20
583.758	3.327	tomsaxe	response	falsebelief	correct	task-tomsaxe/4b_question.txt	20
