onset	duration	subtask_type	event_type	value	response_accuracy	stim_file	trial_index
14.826	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/3b_story.txt	1
25.797	3.425	tomsaxe	response	falsebelief	incorrect	task-fractional/runtype-tomsaxe/3b_question.txt	1
44.321	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/3p_story.txt	2
55.308	4.525	tomsaxe	response	falsephoto	incorrect	task-fractional/runtype-tomsaxe/3p_question.txt	2
73.832	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/10p_story.txt	3
84.819	4.55	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/10p_question.txt	3
103.343	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/10b_story.txt	4
114.33	3.819	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/10b_question.txt	4
132.854	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/1p_story.txt	5
143.841	5.267	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/1p_question.txt	5
162.381	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/1b_story.txt	6
173.352	3.394	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/1b_question.txt	6
191.876	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/7p_story.txt	7
202.88	2.21	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/7p_question.txt	7
221.403	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/7b_story.txt	8
232.391	5.13	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/7b_question.txt	8
250.914	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/5b_story.txt	9
261.902	3.537	tomsaxe	response	falsebelief	incorrect	task-fractional/runtype-tomsaxe/5b_question.txt	9
280.425	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/5p_story.txt	10
291.413	2.517	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/5p_question.txt	10
309.936	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/4p_story.txt	11
320.924	4.875	tomsaxe	response	falsephoto	incorrect	task-fractional/runtype-tomsaxe/4p_question.txt	11
339.447	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/4b_story.txt	12
350.435	4.757	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/4b_question.txt	12
368.958	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/9p_story.txt	13
379.946	5.173	tomsaxe	response	falsephoto	incorrect	task-fractional/runtype-tomsaxe/9p_question.txt	13
398.469	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/9b_story.txt	14
409.457	4.653	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/9b_question.txt	14
427.98	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/8b_story.txt	15
438.968	3.918	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/8b_question.txt	15
457.491	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/8p_story.txt	16
468.479	4.476	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/8p_question.txt	16
487.002	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/6p_story.txt	17
497.99	6.134	tomsaxe	response	falsephoto	incorrect	task-fractional/runtype-tomsaxe/6p_question.txt	17
516.68	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/6b_story.txt	18
527.651	5.54	tomsaxe	response	falsebelief	incorrect	task-fractional/runtype-tomsaxe/6b_question.txt	18
546.174	11.0	tomsaxe	stimulus	falsephoto	n/a	task-fractional/runtype-tomsaxe/2p_story.txt	19
557.162	4.682	tomsaxe	response	falsephoto	correct	task-fractional/runtype-tomsaxe/2p_question.txt	19
575.685	11.0	tomsaxe	stimulus	falsebelief	n/a	task-fractional/runtype-tomsaxe/2b_story.txt	20
586.673	4.729	tomsaxe	response	falsebelief	correct	task-fractional/runtype-tomsaxe/2b_question.txt	20
