onset	duration	subtask_type	event_type	value	response_accuracy	stim_file	trial_index
12.038	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/3b_story.txt	1
23.009	2.86	tomsaxe	response	falsebelief	correct	task-tomsaxe/3b_question.txt	1
41.549	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/3p_story.txt	2
52.52	2.584	tomsaxe	response	falsephoto	correct	task-tomsaxe/3p_question.txt	2
71.044	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/10p_story.txt	3
82.031	2.085	tomsaxe	response	falsephoto	correct	task-tomsaxe/10p_question.txt	3
100.555	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/10b_story.txt	4
111.542	2.71	tomsaxe	response	falsebelief	correct	task-tomsaxe/10b_question.txt	4
130.082	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/1p_story.txt	5
141.053	3.711	tomsaxe	response	falsephoto	correct	task-tomsaxe/1p_question.txt	5
159.577	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/1b_story.txt	6
170.564	4.952	tomsaxe	response	falsebelief	correct	task-tomsaxe/1b_question.txt	6
189.088	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/7p_story.txt	7
200.075	1.383	tomsaxe	response	falsephoto	correct	task-tomsaxe/7p_question.txt	7
218.615	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/7b_story.txt	8
229.586	4.448	tomsaxe	response	falsebelief	incorrect	task-tomsaxe/7b_question.txt	8
248.11	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/5b_story.txt	9
259.097	3.434	tomsaxe	response	falsebelief	correct	task-tomsaxe/5b_question.txt	9
277.621	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/5p_story.txt	10
288.608	1.995	tomsaxe	response	falsephoto	correct	task-tomsaxe/5p_question.txt	10
307.148	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/4p_story.txt	11
318.119	2.409	tomsaxe	response	falsephoto	correct	task-tomsaxe/4p_question.txt	11
336.643	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/4b_story.txt	12
347.63	1.876	tomsaxe	response	falsebelief	correct	task-tomsaxe/4b_question.txt	12
366.154	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/9p_story.txt	13
377.141	2.17	tomsaxe	response	falsephoto	correct	task-tomsaxe/9p_question.txt	13
395.681	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/9b_story.txt	14
406.652	3.362	tomsaxe	response	falsebelief	correct	task-tomsaxe/9b_question.txt	14
425.176	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/8b_story.txt	15
436.163	2.682	tomsaxe	response	falsebelief	correct	task-tomsaxe/8b_question.txt	15
454.687	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/8p_story.txt	16
465.674	1.66	tomsaxe	response	falsephoto	correct	task-tomsaxe/8p_question.txt	16
484.198	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/6p_story.txt	17
495.185	4.953	tomsaxe	response	falsephoto	correct	task-tomsaxe/6p_question.txt	17
513.709	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/6b_story.txt	18
524.696	4.713	tomsaxe	response	falsebelief	correct	task-tomsaxe/6b_question.txt	18
543.236	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/2p_story.txt	19
554.207	2.553	tomsaxe	response	falsephoto	correct	task-tomsaxe/2p_question.txt	19
572.731	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/2b_story.txt	20
583.718	6.057	tomsaxe	response	falsebelief	correct	task-tomsaxe/2b_question.txt	20
