filename	acq_time	operator	randstr	task-social_runtype	task-fractional_runtype
fmap/sub-0035_ses-04_acq-mb8_dir-ap_run-01_epi.nii.gz	1919-03-30T11:08:43.747500	n/a	edb88f0b	n/a	n/a
fmap/sub-0035_ses-04_acq-mb8_dir-pa_run-01_epi.nii.gz	1919-03-30T11:09:07.342500	n/a	1505035b	n/a	n/a
func/sub-0035_ses-04_task-fractional_acq-mb8_run-01_sbref.nii.gz	1919-03-30T11:11:49.287500	n/a	15adcff9	n/a	tomspunt
func/sub-0035_ses-04_task-fractional_acq-mb8_run-01_bold.nii.gz	1919-03-30T11:11:56.187500	n/a	aa4923d1	n/a	tomspunt
func/sub-0035_ses-04_task-fractional_acq-mb8_run-02_sbref.nii.gz	1919-03-30T11:22:30.542500	n/a	4a1160ae	n/a	posner
func/sub-0035_ses-04_task-fractional_acq-mb8_run-02_bold.nii.gz	1919-03-30T11:22:37.442500	n/a	239f82ee	n/a	posner
func/sub-0035_ses-04_task-social_acq-mb8_run-01_sbref.nii.gz	1919-03-30T11:35:23.675000	n/a	69c7d8c9	pain	n/a
func/sub-0035_ses-04_task-social_acq-mb8_run-01_bold.nii.gz	1919-03-30T11:35:30.575000	n/a	f76eee55	pain	n/a
func/sub-0035_ses-04_task-social_acq-mb8_run-02_sbref.nii.gz	1919-03-30T11:42:34.540000	n/a	2e19163e	vicarious	n/a
func/sub-0035_ses-04_task-social_acq-mb8_run-02_bold.nii.gz	1919-03-30T11:42:41.440000	n/a	c4486c4c	vicarious	n/a
func/sub-0035_ses-04_task-social_acq-mb8_run-03_sbref.nii.gz	1919-03-30T11:49:32.717500	n/a	7bf2d1da	cognitive	n/a
func/sub-0035_ses-04_task-social_acq-mb8_run-03_bold.nii.gz	1919-03-30T11:49:39.617500	n/a	baca4d95	cognitive	n/a
func/sub-0035_ses-04_task-social_acq-mb8_run-04_sbref.nii.gz	1919-03-30T11:56:29.912500	n/a	62a4f4d5	cognitive	n/a
func/sub-0035_ses-04_task-social_acq-mb8_run-04_bold.nii.gz	1919-03-30T11:56:36.812500	n/a	d7fbf353	cognitive	n/a
func/sub-0035_ses-04_task-social_acq-mb8_run-05_sbref.nii.gz	1919-03-30T12:03:27.000000	n/a	eeee0f94	vicarious	n/a
func/sub-0035_ses-04_task-social_acq-mb8_run-05_bold.nii.gz	1919-03-30T12:03:33.900000	n/a	277a45fc	vicarious	n/a
func/sub-0035_ses-04_task-social_acq-mb8_run-06_sbref.nii.gz	1919-03-30T12:11:34.647500	n/a	e2fc59b0	pain	n/a
func/sub-0035_ses-04_task-social_acq-mb8_run-06_bold.nii.gz	1919-03-30T12:11:41.547500	n/a	7ae8e12c	pain	n/a
fmap/sub-0035_ses-04_acq-mb8_dir-ap_run-02_epi.nii.gz	1919-03-30T12:19:41.377500	n/a	0be4d5f7	n/a	n/a
fmap/sub-0035_ses-04_acq-mb8_dir-pa_run-02_epi.nii.gz	1919-03-30T12:20:05.350000	n/a	a059cb6e	n/a	n/a
func/sub-0035_ses-04_task-alignvideo_acq-mb8_run-01_sbref.nii.gz	1919-03-30T12:20:59.455000	n/a	c0b40a90	n/a	n/a
func/sub-0035_ses-04_task-alignvideo_acq-mb8_run-01_bold.nii.gz	1919-03-30T12:21:06.355000	n/a	1441f55c	n/a	n/a
func/sub-0035_ses-04_task-alignvideo_acq-mb8_run-02_sbref.nii.gz	1919-03-30T12:31:00.432500	n/a	c0c0f27b	n/a	n/a
func/sub-0035_ses-04_task-alignvideo_acq-mb8_run-02_bold.nii.gz	1919-03-30T12:31:07.332500	n/a	71512008	n/a	n/a
